"Rank","Genes ranked in the direction 2","'-log10(RRA score)'","KO essential score","Brief feature","Description"
1,"TBC1D32",4.0015,0.04,"NA","TBC1 domain family member 32"
2,"ZSCAN30",3.8254,-0.03,"TF","zinc finger and SCAN domain containing 30"
3,"ATF2",3.7004,0.065,"TF","activating transcription factor 2"
4,"CLDN34",3.6035,,,
5,"FRG2B",3.5244,-0.095,"NA","FSHD region gene 2 family member B"
6,"CLSTN3",3.4574,-0.105,"NA","calsyntenin 3"
7,"LOX",3.3994,0.04,"NA","lysyl oxidase"
8,"OPLAH",3.3483,,,
9,"TBCC",3.3025,-0.85,"NA","tubulin folding cofactor C"
10,"APLN",3.2611,0.015,"NA","apelin"
11,"ARHGAP11A",3.1886,-0.325,"NA","Rho GTPase activating protein 11A"
12,"SLC16A10",3.1564,0,"NA","solute carrier family 16 member 10"
13,"ARHGEF11",3.1264,-0.195,"NA","Rho guanine nucleotide exchange factor 11"
14,"TMEM72",3.0984,0.05,"NA","transmembrane protein 72"
15,"EPN1",3.0721,0,"NA","epsin 1"
16,"COX7A2L",3.0238,0.01,"NA","cytochrome c oxidase subunit 7A2 like"
17,"MTMR10",3.0015,0.025,"NA","myotubularin related protein 10"
18,"LECT2",2.9803,0.12,"NA","leukocyte cell derived chemotaxin 2"
19,"LILRB5",2.9601,0.035,"NA","leukocyte immunoglobulin like receptor B5"
20,"SSTR2",2.9408,-0.09,"NA","somatostatin receptor 2"
21,"ASB17",2.9223,-0.095,"NA","ankyrin repeat and SOCS box containing 17"
22,"EBF4",2.9046,0.13,"TF","EBF family member 4"
23,"CWC15",2.8875,,,
24,"BMP1",2.8711,-0.085,"NA","bone morphogenetic protein 1"
25,"CNTNAP3",2.8553,-0.075,"NA","contactin associated protein family member 3"
26,"PRELID3B",2.8401,-1.425,"NA","PRELI domain containing 3B"
27,"PIMREG",2.8254,-0.14,"NA","PICALM interacting mitotic regulator"
28,"KLHL11",2.8111,-0.415,"NA","kelch like family member 11"
29,"RIN3",2.7974,-0.05,"NA","NA"
30,"MOB2",2.784,-0.04,"NA","MOB kinase activator 2"
31,"CWF19L2",2.7584,-0.61,"NA","CWF19 like cell cycle control factor 2"
32,"FCHSD2",2.7343,-0.06,"NA","FCH and double SH3 domains 2"
33,"RAB28",2.7227,-0.03,"NA","RAB28"
34,"KIR2DS4",2.7114,,,
35,"SERPINA3",2.7004,0.02,"NA","serpin family A member 3"
36,"ADCY2",2.6897,0.17,"NA","adenylate cyclase 2"
37,"CXCR4",2.6793,0.045,"NA","C-X-C motif chemokine receptor 4"
38,"POU6F1",2.669,-0.14,"TF","POU class 6 homeobox 1"
39,"QSOX2",2.6591,-0.065,"NA","quiescin sulfhydryl oxidase 2"
40,"MPLKIP",2.6493,-0.105,"NA","M-phase specific PLK1 interacting protein"
41,"MTF2",2.6397,-0.135,"TF","metal response element binding transcription factor 2"
42,"SMYD4",2.6304,0.025,"NA","SET and MYND domain containing 4"
43,"PDE6D",2.6213,-0.07,"NA","phosphodiesterase 6D"
44,"HAX1",2.6123,-0.285,"NA","HCLS1 associated protein X-1"
45,"DDR2",2.6035,-0.05,"Kinase","discoidin domain receptor tyrosine kinase 2"
46,"SLC10A4",2.5949,-0.025,"NA","solute carrier family 10 member 4"
47,"KCNH1",2.5865,0.065,"NA","potassium voltage-gated channel subfamily H member 1"
48,"MIS12",2.5782,-0.895,"NA","MIS12 kinetochore complex component"
49,"SEMA3B",2.5701,,,
50,"NAT8B",2.5621,,,
51,"ALKBH8",2.5543,-0.02,"NA","alkB homolog 8"
52,"GPR84",2.5466,-0.18,"NA","G protein-coupled receptor 84"
53,"TMEM212",2.5391,0.01,"NA","transmembrane protein 212"
54,"SMPDL3A",2.5317,0.09,"NA","sphingomyelin phosphodiesterase acid like 3A"
55,"OBSCN",2.5244,0.19,"Kinase","obscurin"
56,"CMYA5",2.5172,-0.06,"NA","cardiomyopathy associated 5"
57,"HAUS6",2.5101,-1.14,"NA","HAUS augmin like complex subunit 6"
58,"FCER1G",2.5032,-0.03,"NA","Fc fragment of IgE receptor Ig"
59,"GPR22",2.4963,0.045,"NA","G protein-coupled receptor 22"
60,"SERP1",2.4896,-0.17,"NA","stress associated endoplasmic reticulum protein 1"
61,"KCNE3",2.483,-0.205,"NA","potassium voltage-gated channel subfamily E regulatory subunit 3"
62,"COL7A1",2.4764,-0.255,"NA","collagen type VII alpha 1 chain"
63,"ST6GALNAC4",2.47,-0.13,"NA","ST6 N-acetylgalactosaminide alpha-2"
64,"DRAM2",2.4637,-0.185,"NA","DNA damage regulated autophagy modulator 2"
65,"GPR12",2.4574,0.04,"NA","G protein-coupled receptor 12"
66,"CARS1",2.4512,,,
67,"OR1I1",2.4452,-0.03,"NA","NA"
68,"PPTC7",2.4392,-0.025,"NA","protein phosphatase targeting COQ7"
69,"HEYL",2.4333,0.03,"TF","hes related family bHLH transcription factor with YRPW motif like"
70,"TLE4",2.4274,0.13,"NA","TLE family member 4"
71,"ZNF385B",2.4217,0.15,"TF","zinc finger protein 385B"
72,"ZNF202",2.416,0.055,"TF","NA"
73,"KCNG2",2.4104,0.075,"NA","potassium voltage-gated channel modifier subfamily G member 2"
74,"RPL18A",2.4049,-1.83,"NA","ribosomal protein L18a"
75,"C6orf15",2.3994,-0.21,"NA","chromosome 6 open reading frame 15"
76,"AMZ1",2.394,0.045,"NA","archaelysin family metallopeptidase 1"
77,"USP4",2.3887,-0.155,"NA","ubiquitin specific peptidase 4"
78,"AFF4",2.3834,-0.085,"TF","AF4/FMR2 family member 4"
79,"BOLA3",2.3782,-0.235,"NA","bolA family member 3"
80,"CDS1",2.3731,-0.085,"NA","CDP-diacylglycerol synthase 1"
81,"NDUFS7",2.368,-0.365,"NA","NADH:ubiquinone oxidoreductase core subunit S7"
82,"STAT3",2.363,-0.09,"TF","signal transducer and activator of transcription 3"
83,"TDGF1",2.358,-0.51,"NA","teratocarcinoma-derived growth factor 1"
84,"IL24",2.3531,-0.035,"NA","interleukin 24"
85,"SCNM1",2.3483,-0.48,"NA","sodium channel modifier 1"
86,"PLXDC1",2.3435,-0.07,"NA","plexin domain containing 1"
87,"LGI3",2.3387,0.025,"NA","leucine rich repeat LGI family member 3"
88,"UTP11",2.334,-0.91,"NA","UTP11 small subunit processome component"
89,"ALDH3B1",2.3294,,,
90,"WDR1",2.3248,-0.9,"NA","WD repeat domain 1"
91,"GSTM2",2.3202,-0.245,"NA","glutathione S-transferase mu 2"
92,"TBC1D25",2.3157,0.02,"NA","TBC1 domain family member 25"
93,"ARHGAP26",2.3113,0.055,"NA","Rho GTPase activating protein 26"
94,"MDFI",2.3069,0.1,"NA","MyoD family inhibitor"
95,"FUNDC1",2.3025,-0.005,"NA","FUN14 domain containing 1"
96,"OAZ3",2.2982,-0.01,"NA","ornithine decarboxylase antizyme 3"
97,"FGD3",2.2939,-0.01,"NA","FYVE"
98,"PRAG1",2.2897,0.235,"NA","PEAK1 related"
99,"ZNF382",2.2855,-0.095,"TF","zinc finger protein 382"
100,"ULBP1",2.2813,0.145,"NA","UL16 binding protein 1"
101,"MRPL58",2.2772,-0.475,"NA","mitochondrial ribosomal protein L58"
102,"ARHGAP40",2.2731,,,
103,"BCL6B",2.2691,0.04,"TF","BCL6B transcription repressor"
104,"KCNQ3",2.2651,0.09,"NA","potassium voltage-gated channel subfamily Q member 3"
105,"SRGN",2.2611,-0.145,"NA","serglycin"
106,"OR8K1",2.2572,0.005,"NA","olfactory receptor family 8 subfamily K member 1"
107,"AP1G2",2.2494,-0.3,"NA","adaptor related protein complex 1 subunit gamma 2"
108,"SH3RF3",2.2456,,,
109,"BATF3",2.2418,0.085,"TF","basic leucine zipper ATF-like transcription factor 3"
110,"SCHIP1",2.238,-0.075,"NA","schwannomin interacting protein 1"
111,"ATXN10",2.2343,-0.505,"NA","ataxin 10"
112,"C12orf40",2.2306,0.1,"NA","chromosome 12 open reading frame 40"
113,"CGA",2.227,0.15,"NA","glycoprotein hormones"
114,"COL18A1",2.2233,-0.015,"NA","collagen type XVIII alpha 1 chain"
115,"DLGAP1",2.2197,0.19,"NA","DLG associated protein 1"
116,"BAZ2A",2.2126,-0.14,"TF","bromodomain adjacent to zinc finger domain 2A"
117,"NIBAN2",2.2091,,,
118,"IBTK",2.2056,0,"NA","inhibitor of Bruton tyrosine kinase"
119,"MED4",2.2021,-1.235,"ChroRemod","mediator complex subunit 4"
120,"ALKBH5",2.1987,-0.145,"NA","alkB homolog 5"
121,"KLK10",2.1953,0.13,"NA","kallikrein related peptidase 10"
122,"AMIGO3",2.1919,-0.04,"NA","adhesion molecule with Ig like domain 3"
123,"LSR",2.1886,0.095,"NA","lipolysis stimulated lipoprotein receptor"
124,"PLPBP",2.1852,0.09,"NA","pyridoxal phosphate binding protein"
125,"IL5",2.1819,-0.065,"NA","interleukin 5"
126,"CRAT",2.1787,-0.095,"NA","carnitine O-acetyltransferase"
127,"EPYC",2.1722,-0.035,"NA","epiphycan"
128,"TMEM131L",2.169,0.03,"NA","transmembrane 131 like"
129,"ARHGEF1",2.1658,-0.04,"NA","Rho guanine nucleotide exchange factor 1"
130,"P2RX3",2.1626,-0.13,"NA","purinergic receptor P2X 3"
131,"CUTC",2.1595,-0.03,"NA","cutC copper transporter"
132,"FAM163A",2.1564,0.02,"NA","family with sequence similarity 163 member A"
133,"GPR87",2.1533,-0.105,"NA","G protein-coupled receptor 87"
134,"ZNF536",2.1502,-0.135,"TF","zinc finger protein 536"
135,"FHIP1A",2.1472,,,
136,"RBM27",2.1441,-0.165,"NA","RNA binding motif protein 27"
137,"GABARAPL2",2.1411,0.055,"NA","GABA type A receptor associated protein like 2"
138,"CCDC38",2.1382,-0.22,"NA","coiled-coil domain containing 38"
139,"FBXL22",2.1352,-0.04,"NA","F-box and leucine rich repeat protein 22"
140,"GPR137",2.1322,-0.31,"NA","G protein-coupled receptor 137"
141,"EPG5",2.1293,-0.095,"NA","ectopic P-granules autophagy protein 5 homolog"
142,"DENND3",2.1264,0.065,"NA","DENN domain containing 3"
143,"ALPK1",2.1235,-0.01,"Kinase","alpha kinase 1"
144,"ARHGAP4",2.1207,0.075,"NA","Rho GTPase activating protein 4"
145,"AKIRIN2",2.115,-1.03,"NA","akirin 2"
146,"PUM1",2.1122,-0.235,"NA","pumilio RNA binding family member 1"
147,"MDM4",2.1094,-0.115,"NA","MDM4 regulator of p53"
148,"NMI",2.1066,-0.06,"ChroRemod","N-myc and STAT interactor"
149,"VPS4B",2.1038,-0.155,"NA","vacuolar protein sorting 4 homolog B"
150,"HECW1",2.1011,0.06,"NA","HECT"
151,"TTC7A",2.0984,-0.21,"NA","tetratricopeptide repeat domain 7A"
152,"TMEM150B",2.0957,0.095,"NA","NA"
153,"ARHGAP32",2.093,0.08,"NA","Rho GTPase activating protein 32"
154,"NPM1",2.0903,-0.73,"ChroRemod","nucleophosmin 1"
155,"PFDN5",2.0877,-0.71,"ChroRemod","prefoldin subunit 5"
156,"AK6",2.085,-0.91,"NA","adenylate kinase 6"
157,"HDHD3",2.0824,-0.11,"NA","haloacid dehalogenase like hydrolase domain containing 3"
158,"TRAPPC2",2.0798,,,
159,"C18orf54",2.0772,0.1,"NA","chromosome 18 open reading frame 54"
160,"C10orf71",2.0746,0.185,"NA","chromosome 10 open reading frame 71"
161,"CS",2.0721,-0.4,"NA","citrate synthase"
162,"KRT2",2.0695,0.045,"NA","keratin 2"
163,"ENHO",2.067,-0.18,"NA","energy homeostasis associated"
164,"TEK",2.0645,0.07,"Kinase","TEK receptor tyrosine kinase"
165,"ART3",2.0595,-0.125,"NA","ADP-ribosyltransferase 3"
166,"WBP2NL",2.0545,-0.045,"NA","WBP2 N-terminal like"
167,"EDEM1",2.0521,0.075,"NA","ER degradation enhancing alpha-mannosidase like protein 1"
168,"CKAP2L",2.0497,-0.18,"NA","cytoskeleton associated protein 2 like"
169,"GNAS",2.0472,-0.075,"NA","GNAS complex locus"
170,"APOLD1",2.0448,-0.06,"NA","apolipoprotein L domain containing 1"
171,"SEPTIN11",2.0424,,,
172,"MOV10L1",2.0377,0.015,"NA","Mov10 like RISC complex RNA helicase 1"
173,"PRDX6",2.0353,-0.05,"NA","peroxiredoxin 6"
174,"ARL13A",2.033,0.08,"NA","ADP ribosylation factor like GTPase 13A"
175,"MYF5",2.0307,-0.15,"TF","myogenic factor 5"
176,"ZKSCAN8",2.0283,0.08,"TF","zinc finger with KRAB and SCAN domains 8"
177,"ZMYND12",2.026,0,"NA","zinc finger MYND-type containing 12"
178,"RHEB",2.0238,-0.73,"NA","Ras homolog"
179,"THSD4",2.0215,0.08,"NA","thrombospondin type 1 domain containing 4"
180,"PGLYRP1",2.0192,-0.15,"NA","peptidoglycan recognition protein 1"
181,"TNK1",2.0147,0.01,"Kinase","tyrosine kinase non receptor 1"
182,"LRRC61",2.0125,0.19,"NA","leucine rich repeat containing 61"
183,"ATG4D",2.0102,-0.095,"NA","autophagy related 4D cysteine peptidase"
184,"JRK",2.008,,,
185,"RIDA",2.0058,-0.145,"NA","reactive intermediate imine deaminase A homolog"
186,"RCCD1",2.0015,0.115,"NA","NA"
187,"AUNIP",1.9993,-0.005,"NA","aurora kinase A and ninein interacting protein"
188,"DDB1",1.9972,-1.685,"NA","damage specific DNA binding protein 1"
189,"PPP1R21",1.995,-0.065,"NA","protein phosphatase 1 regulatory subunit 21"
190,"UBA6",1.9929,-0.405,"NA","ubiquitin like modifier activating enzyme 6"
191,"PIBF1",1.9908,-0.005,"NA","progesterone immunomodulatory binding factor 1"
192,"NPY1R",1.9865,-0.005,"NA","neuropeptide Y receptor Y1"
193,"KDM6A",1.9844,0.125,"NA","lysine demethylase 6A"
194,"FECH",1.9824,-0.56,"NA","ferrochelatase"
195,"PPIG",1.9803,-0.03,"NA","peptidylprolyl isomerase G"
196,"ID1",1.9782,-0.06,"TF","inhibitor of DNA binding 1"
197,"C6orf62",1.9762,0.045,"NA","chromosome 6 open reading frame 62"
198,"NEK4",1.9741,-0.045,"Kinase","NIMA related kinase 4"
199,"MVB12B",1.9721,-0.01,"NA","multivesicular body subunit 12B"
200,"MMP2",1.9701,0.09,"NA","matrix metallopeptidase 2"
201,"DAXX",1.9681,-0.32,"NA","death domain associated protein"
202,"EIF5",1.966,-1.31,"NA","eukaryotic translation initiation factor 5"
203,"FAM199X",1.964,0.06,"NA","family with sequence similarity 199"
204,"CACNB1",1.9601,-0.265,"NA","calcium voltage-gated channel auxiliary subunit beta 1"
205,"SLC7A1",1.9581,-0.26,"NA","solute carrier family 7 member 1"
206,"PGA5",1.9562,,,
207,"MORC3",1.9523,-0.035,"NA","MORC family CW-type zinc finger 3"
208,"FOXA3",1.9484,-0.07,"TF","forkhead box A3"
209,"OR4D6",1.9465,0.13,"NA","olfactory receptor family 4 subfamily D member 6"
210,"GATD3",1.9446,,,
211,"RANBP6",1.9408,0.09,"NA","RAN binding protein 6"
212,"TMEM217",1.937,-0.08,"NA","transmembrane protein 217"
213,"WASF2",1.9351,-0.22,"NA","WASP family member 2"
214,"OR7A17",1.9333,-0.3,"NA","NA"
215,"QPCT",1.9314,-0.105,"NA","glutaminyl-peptide cyclotransferase"
216,"ATPAF2",1.9296,-0.14,"NA","ATP synthase mitochondrial F1 complex assembly factor 2"
217,"WDR46",1.9278,-0.925,"NA","WD repeat domain 46"
218,"MOCS3",1.9259,-0.725,"NA","molybdenum cofactor synthesis 3"
219,"DHX57",1.9241,-0.13,"NA","DExH-box helicase 57"
220,"WBP1",1.9223,-0.53,"NA","WW domain binding protein 1"
221,"ELOVL6",1.9205,0.08,"NA","ELOVL fatty acid elongase 6"
222,"RRBP1",1.9187,0.06,"NA","ribosome binding protein 1"
223,"STX1A",1.9169,0.085,"NA","syntaxin 1A"
224,"POP4",1.9151,-0.835,"NA","POP4 homolog"
225,"S100A7L2",1.9133,,,
226,"RPL22L1",1.9116,-0.225,"NA","ribosomal protein L22 like 1"
227,"GSTA2",1.9098,0.075,"NA","glutathione S-transferase alpha 2"
228,"KRTAP10-4",1.9081,,,
229,"P3H2",1.9063,0.085,"NA","prolyl 3-hydroxylase 2"
230,"SEMA4B",1.9046,-0.035,"NA","semaphorin 4B"
231,"VPS36",1.9028,-0.255,"NA","vacuolar protein sorting 36 homolog"
232,"C5orf34",1.9011,-0.075,"NA","chromosome 5 open reading frame 34"
233,"BORA",1.896,-0.77,"NA","BORA aurora kinase A activator"
234,"LRRFIP2",1.8943,0.13,"TF","LRR binding FLII interacting protein 2"
235,"HDAC8",1.8926,-0.2,"ChroRemod","histone deacetylase 8"
236,"ZFTRAF1",1.8909,,,
237,"LGALS1",1.8892,0.15,"NA","galectin 1"
238,"SMIM12",1.8875,-0.07,"NA","small integral membrane protein 12"
239,"C12orf57",1.8859,-0.055,"NA","chromosome 12 open reading frame 57"
240,"HECTD2",1.8842,-0.025,"NA","HECT domain E3 ubiquitin protein ligase 2"
241,"HINFP",1.8825,-1.6,"TF","histone H4 transcription factor"
242,"GDNF",1.8809,0.02,"NA","glial cell derived neurotrophic factor"
243,"INF2",1.8793,0.11,"NA","inverted formin 2"
244,"SSBP3",1.8776,-0.475,"NA","single stranded DNA binding protein 3"
245,"LRRC31",1.876,0.09,"NA","leucine rich repeat containing 31"
246,"MGAM",1.8744,0.075,"NA","maltase-glucoamylase"
247,"VAMP7",1.8728,0.125,"NA","vesicle associated membrane protein 7"
248,"CACNA2D3",1.8711,0.015,"NA","calcium voltage-gated channel auxiliary subunit alpha2delta 3"
249,"PPT1",1.8679,-0.015,"NA","palmitoyl-protein thioesterase 1"
250,"PACS1",1.8663,-0.27,"NA","phosphofurin acidic cluster sorting protein 1"
251,"MAP4K3",1.8648,0.055,"Kinase","mitogen-activated protein kinase kinase kinase kinase 3"
252,"TMEM163",1.8632,-0.015,"NA","transmembrane protein 163"
253,"LCN10",1.8616,-0.295,"NA","lipocalin 10"
254,"OVOL1",1.86,-0.06,"TF","ovo like transcriptional repressor 1"
255,"C3orf52",1.8585,0.09,"NA","chromosome 3 open reading frame 52"
256,"NFX1",1.8569,0.01,"TF","nuclear transcription factor"
257,"NT5M",1.8553,0,"NA","5'"
258,"SAMD4B",1.8538,-0.38,"NA","sterile alpha motif domain containing 4B"
259,"VPS45",1.8523,-0.42,"NA","vacuolar protein sorting 45 homolog"
260,"MRPL4",1.8507,-0.78,"NA","mitochondrial ribosomal protein L4"
261,"STMN1",1.8477,-0.05,"NA","stathmin 1"
262,"PCDHGA11",1.8461,0.1,"NA","protocadherin gamma subfamily A"
263,"ANKRD17",1.8446,-0.24,"NA","ankyrin repeat domain 17"
264,"CDS2",1.8431,-0.285,"NA","CDP-diacylglycerol synthase 2"
265,"SLC66A3",1.8416,,,
266,"LHX8",1.8401,0.005,"TF","LIM homeobox 8"
267,"STXBP6",1.8356,0.13,"NA","syntaxin binding protein 6"
268,"ZDHHC9",1.8342,0.11,"NA","zinc finger DHHC-type palmitoyltransferase 9"
269,"TAS1R3",1.8327,0.025,"NA","taste 1 receptor member 3"
270,"FAM124B",1.8312,-0.015,"NA","family with sequence similarity 124 member B"
271,"OR6C75",1.8297,0.03,"NA","olfactory receptor family 6 subfamily C member 75"
272,"FLG2",1.8283,-0.005,"NA","filaggrin family member 2"
273,"UBE2D4",1.8268,-0.225,"NA","ubiquitin conjugating enzyme E2 D4 (putative)"
274,"DNAH2",1.8254,-0.145,"NA","dynein axonemal heavy chain 2"
275,"TSPAN9",1.8239,-0.015,"NA","tetraspanin 9"
276,"SYTL1",1.8225,-0.055,"NA","synaptotagmin like 1"
277,"SALL4",1.8211,-0.05,"TF","spalt like transcription factor 4"
278,"SPECC1",1.8196,0.135,"NA","sperm antigen with calponin homology and coiled-coil domains 1"
279,"CYP3A7",1.8182,0.11,"NA","cytochrome P450 family 3 subfamily A member 7"
280,"WDR26",1.8168,-0.52,"NA","WD repeat domain 26"
281,"ASAP1",1.8154,0.15,"NA","ArfGAP with SH3 domain"
282,"SUCNR1",1.814,0.01,"NA","succinate receptor 1"
283,"RBBP8",1.8125,-0.97,"NA","RB binding protein 8"
284,"ZCCHC10",1.8097,-0.14,"NA","zinc finger CCHC-type containing 10"
285,"GNAT2",1.8083,-0.08,"NA","G protein subunit alpha transducin 2"
286,"SDR9C7",1.807,-0.125,"NA","short chain dehydrogenase/reductase family 9C member 7"
287,"C18orf21",1.8056,-0.45,"NA","chromosome 18 open reading frame 21"
288,"KIRREL2",1.8042,0.07,"NA","kirre like nephrin family adhesion molecule 2"
289,"NUDT14",1.8028,0,"NA","nudix hydrolase 14"
290,"CASC3",1.8014,-0.43,"NA","CASC3 exon junction complex subunit"
291,"FAT2",1.8001,0.105,"NA","FAT atypical cadherin 2"
292,"TAF6L",1.7987,-0.48,"ChroRemod","TATA-box binding protein associated factor 6 like"
293,"PMP22",1.7974,0.01,"NA","peripheral myelin protein 22"
294,"FOXP3",1.7946,0.07,"TF","forkhead box P3"
295,"TGIF2LY",1.7933,,,
296,"BCL3",1.792,0.11,"ChroRemod","BCL3 transcription coactivator"
297,"FAM3A",1.7906,0.07,"NA","FAM3 metabolism regulating signaling molecule A"
298,"WWTR1",1.7893,-0.405,"ChroRemod","WW domain containing transcription regulator 1"
299,"C14orf93",1.788,-0.055,"NA","chromosome 14 open reading frame 93"
300,"SFTPA2",1.7866,0.015,"NA","surfactant protein A2"
301,"GGT6",1.7853,-0.07,"NA","gamma-glutamyltransferase 6"
302,"PANK4",1.784,0,"NA","pantothenate kinase 4 (inactive)"
303,"XRN2",1.7827,-1.085,"NA","5'-3' exoribonuclease 2"
304,"GAL3ST3",1.7814,-0.015,"NA","galactose-3-O-sulfotransferase 3"
305,"NPR3",1.7801,0.165,"NA","natriuretic peptide receptor 3"
306,"TRPV2",1.7788,-0.175,"NA","transient receptor potential cation channel subfamily V member 2"
307,"OR51B4",1.7775,0.105,"NA","olfactory receptor family 51 subfamily B member 4"
308,"GAP43",1.7762,0.255,"NA","growth associated protein 43"
309,"FGF8",1.7749,0.005,"NA","fibroblast growth factor 8"
310,"PDK3",1.7723,-0.085,"Kinase","pyruvate dehydrogenase kinase 3"
311,"SLC16A8",1.771,-0.065,"NA","solute carrier family 16 member 8"
312,"CCNT1",1.7697,-0.22,"NA","cyclin T1"
313,"C12orf43",1.7685,-0.085,"NA","chromosome 12 open reading frame 43"
314,"CNOT3",1.7659,-1.495,"ChroRemod","CCR4-NOT transcription complex subunit 3"
315,"PTPRU",1.7647,-0.175,"NA","protein tyrosine phosphatase receptor type U"
316,"SREBF2",1.7634,-0.04,"TF","sterol regulatory element binding transcription factor 2"
317,"ANKRD28",1.7622,0.035,"NA","ankyrin repeat domain 28"
318,"KNL1",1.7609,-0.78,"NA","kinetochore scaffold 1"
319,"ZNF710",1.7597,-0.01,"TF","zinc finger protein 710"
320,"EFEMP1",1.7584,0.005,"NA","EGF containing fibulin extracellular matrix protein 1"
321,"MSANTD1",1.7572,0.115,"TF","Myb/SANT DNA binding domain containing 1"
322,"CSNK2A1",1.756,-0.205,"Kinase","casein kinase 2 alpha 1"
323,"C16orf46",1.7547,-0.1,"NA","chromosome 16 open reading frame 46"
324,"GJA3",1.7535,-0.495,"NA","gap junction protein alpha 3"
325,"ZEB1",1.7523,-0.01,"TF","zinc finger E-box binding homeobox 1"
326,"RTN4RL1",1.7498,0.05,"NA","reticulon 4 receptor like 1"
327,"PCDHB16",1.7486,-0.045,"NA","protocadherin beta 16"
328,"ABCC2",1.7474,-0.03,"NA","ATP binding cassette subfamily C member 2"
329,"SLC9A2",1.7462,-0.015,"NA","solute carrier family 9 member A2"
330,"MED19",1.745,-0.56,"NA","mediator complex subunit 19"
331,"SOX4",1.7438,-0.015,"TF","SRY-box transcription factor 4"
332,"ADGB",1.7414,,,
333,"LGI1",1.7402,-0.215,"NA","leucine rich glioma inactivated 1"
334,"ATRX",1.739,-0.22,"NA","ATRX chromatin remodeler"
335,"CCDC97",1.7378,-0.055,"NA","coiled-coil domain containing 97"
336,"L1CAM",1.7367,0.01,"NA","L1 cell adhesion molecule"
337,"TMEM39B",1.7355,-0.155,"NA","transmembrane protein 39B"
338,"C5orf63",1.7343,0.03,"NA","chromosome 5 open reading frame 63"
339,"CNIH4",1.7331,-0.585,"NA","cornichon family AMPA receptor auxiliary protein 4"
340,"SYT11",1.732,-0.19,"NA","synaptotagmin 11"
341,"TRPV4",1.7308,-0.145,"NA","transient receptor potential cation channel subfamily V member 4"
342,"FNDC5",1.7296,-0.06,"NA","fibronectin type III domain containing 5"
343,"RBM20",1.7285,-0.015,"NA","RNA binding motif protein 20"
344,"TBC1D31",1.7273,-0.13,"NA","TBC1 domain family member 31"
345,"ACACB",1.7262,-0.065,"NA","acetyl-CoA carboxylase beta"
346,"S100A10",1.725,-0.01,"NA","S100 calcium binding protein A10"
347,"LAMP3",1.7239,0.04,"NA","lysosomal associated membrane protein 3"
348,"ANAPC15",1.7227,-0.61,"NA","anaphase promoting complex subunit 15"
349,"UFM1",1.7216,-0.56,"NA","ubiquitin fold modifier 1"
350,"KMT2B",1.7204,-0.335,"TF","lysine methyltransferase 2B"
351,"DAZAP1",1.7182,-0.27,"NA","DAZ associated protein 1"
352,"RNF115",1.717,-0.23,"NA","ring finger protein 115"
353,"GAL3ST2",1.7159,-0.025,"NA","galactose-3-O-sulfotransferase 2"
354,"TFAP4",1.7148,-0.41,"TF","transcription factor AP-4"
355,"TTC28",1.7137,-0.035,"NA","tetratricopeptide repeat domain 28"
356,"PPP1R10",1.7126,-1.15,"NA","protein phosphatase 1 regulatory subunit 10"
357,"MYF6",1.7114,-0.15,"TF","myogenic factor 6"
358,"AANAT",1.7103,-0.125,"NA","aralkylamine N-acetyltransferase"
359,"NSMCE3",1.7092,-0.795,"NA","NSE3 homolog"
360,"POLH",1.7081,-0.16,"NA","DNA polymerase eta"
361,"MAFF",1.707,-0.275,"TF","MAF bZIP transcription factor F"
362,"NAA16",1.7059,-0.11,"NA","N-alpha-acetyltransferase 16"
363,"RCAN2",1.7048,0.06,"NA","regulator of calcineurin 2"
364,"CCL3",1.7037,-0.05,"NA","C-C motif chemokine ligand 3"
365,"MC2R",1.7026,0.125,"NA","melanocortin 2 receptor"
366,"MMP13",1.7015,0.095,"NA","matrix metallopeptidase 13"
367,"CEP97",1.7004,-0.395,"NA","centrosomal protein 97"
368,"H2AC17",1.6994,,,
369,"SLC5A9",1.6983,-0.035,"NA","solute carrier family 5 member 9"
370,"SOD3",1.6972,0.14,"NA","superoxide dismutase 3"
371,"GASK1B",1.6961,,,
372,"RHOXF1",1.695,0.015,"TF","Rhox homeobox family member 1"
373,"UGT2B11",1.694,-0.145,"NA","UDP glucuronosyltransferase family 2 member B11"
374,"TLN1",1.6929,-0.55,"NA","talin 1"
375,"RAC3",1.6918,-0.275,"NA","Rac family small GTPase 3"
376,"CACNB4",1.6908,0.06,"NA","calcium voltage-gated channel auxiliary subunit beta 4"
377,"FMNL1",1.6887,-0.265,"NA","formin like 1"
378,"HPN",1.6876,0.03,"NA","hepsin"
379,"FBN2",1.6866,0.135,"NA","fibrillin 2"
380,"RABL3",1.6855,-0.015,"NA","RAB"
381,"RSPH3",1.6845,0.13,"NA","radial spoke head 3"
382,"CAMK4",1.6834,0,"Kinase","calcium/calmodulin dependent protein kinase IV"
383,"HSH2D",1.6824,,,
384,"UBQLN2",1.6813,0.085,"NA","ubiquilin 2"
385,"IQCA1",1.6803,-0.06,"NA","IQ motif containing with AAA domain 1"
386,"WDHD1",1.6793,-1.21,"TF","WD repeat and HMG-box DNA binding protein 1"
387,"NUP155",1.6772,-0.96,"NA","nucleoporin 155"
388,"SENP8",1.6762,-0.075,"NA","SUMO peptidase family member"
389,"RABL2B",1.6751,-0.14,"NA","RAB"
