"Rank","Genes ranked in the direction 2","'-log10(RRA score)'","KO essential score","Brief feature","Description"
5007,"TRMT112",0.5669,-1.64,"NA","tRNA methyltransferase subunit 11-2"
5008,"BTC",0.5668,0.065,"NA","betacellulin"
5009,"UBA5",0.5667,-0.535,"NA","ubiquitin like modifier activating enzyme 5"
5010,"QRSL1",0.5667,-0.555,"NA","glutaminyl-tRNA amidotransferase subunit QRSL1"
5011,"OR51A7",0.5666,0.075,"NA","olfactory receptor family 51 subfamily A member 7"
5012,"PWP2",0.5665,-1.3,"NA","PWP2 small subunit processome component"
5013,"SLC13A3",0.5664,0.03,"NA","solute carrier family 13 member 3"
5014,"GSG1L",0.5663,-0.015,"NA","GSG1 like"
5015,"EMC10",0.5662,0.01,"NA","ER membrane protein complex subunit 10"
5016,"A1CF",0.5661,-0.04,"NA","APOBEC1 complementation factor"
5017,"MICALL1",0.566,-0.25,"NA","MICAL like 1"
5018,"BASP1",0.5659,0.14,"ChroRemod","brain abundant membrane attached signal protein 1"
5019,"CERS6",0.5659,0.07,"NA","ceramide synthase 6"
5020,"IFI30",0.5658,-0.12,"NA","IFI30 lysosomal thiol reductase"
5021,"NCF4",0.5657,0.04,"NA","neutrophil cytosolic factor 4"
5022,"APOBEC3F",0.5656,-0.075,"NA","apolipoprotein B mRNA editing enzyme catalytic subunit 3F"
5023,"ORC4",0.5654,-0.56,"NA","origin recognition complex subunit 4"
5024,"CCDC183",0.5653,0.055,"NA","coiled-coil domain containing 183"
5025,"BRF2",0.5652,-1.5,"TF","BRF2 RNA polymerase III transcription initiation factor subunit"
5026,"NR1H3",0.5652,0.015,"TF","nuclear receptor subfamily 1 group H member 3"
5027,"FSBP",0.5651,-0.025,"NA","fibrinogen silencer binding protein"
5028,"RTP2",0.565,-0.005,"NA","receptor transporter protein 2"
5029,"KIF1A",0.5649,-0.12,"NA","kinesin family member 1A"
5030,"IRF2BP1",0.5648,-0.165,"NA","interferon regulatory factor 2 binding protein 1"
5031,"ANKRD55",0.5648,0.075,"NA","ankyrin repeat domain 55"
5032,"TEKT3",0.5647,0.01,"NA","tektin 3"
5033,"MSMB",0.5646,-0.02,"NA","microseminoprotein beta"
5034,"SLC35F6",0.5645,-0.035,"NA","solute carrier family 35 member F6"
5035,"FHAD1",0.5644,,,
5036,"PSG8",0.5644,-0.205,"NA","pregnancy specific beta-1-glycoprotein 8"
5037,"USP45",0.5643,0.075,"NA","ubiquitin specific peptidase 45"
5038,"SLC19A1",0.5642,0.03,"NA","solute carrier family 19 member 1"
5039,"ACSM1",0.5641,0.015,"NA","acyl-CoA synthetase medium chain family member 1"
5040,"CCDC9B",0.564,-0.075,"NA","coiled-coil domain containing 9B"
5041,"ODC1",0.5639,0.055,"NA","ornithine decarboxylase 1"
5042,"NDUFAF4",0.5638,-0.435,"NA","NADH:ubiquinone oxidoreductase complex assembly factor 4"
5043,"MRPL32",0.5637,-0.545,"NA","mitochondrial ribosomal protein L32"
5044,"FZD6",0.5636,0.195,"NA","frizzled class receptor 6"
5045,"CAMK1",0.5636,0.005,"Kinase","calcium/calmodulin dependent protein kinase I"
5046,"PCDHA10",0.5635,0,"NA","protocadherin alpha 10"
5047,"ACADSB",0.5634,-0.13,"NA","acyl-CoA dehydrogenase short/branched chain"
5048,"SLC11A2",0.5632,-0.185,"NA","solute carrier family 11 member 2"
5049,"SSX2IP",0.5632,-0.005,"NA","SSX family member 2 interacting protein"
5050,"CLTB",0.5631,-0.165,"NA","clathrin light chain B"
5051,"DUSP2",0.563,0.07,"NA","dual specificity phosphatase 2"
5052,"GLIS3",0.5629,0.145,"TF","GLIS family zinc finger 3"
5053,"TRIM69",0.5629,0.055,"NA","tripartite motif containing 69"
5054,"MCTP2",0.5628,0.15,"NA","multiple C2 and transmembrane domain containing 2"
5055,"C3orf80",0.5627,0.095,"NA","chromosome 3 open reading frame 80"
5056,"TTL",0.5626,-0.095,"NA","tubulin tyrosine ligase"
5057,"ZDBF2",0.5625,-0.005,"NA","zinc finger DBF-type containing 2"
5058,"PRM3",0.5625,,,
5059,"L3MBTL2",0.5624,-0.07,"ChroRemod","L3MBTL histone methyl-lysine binding protein 2"
5060,"XKR5",0.5622,,,
5061,"PDIA3",0.5621,-0.04,"NA","protein disulfide isomerase family A member 3"
5062,"ECHS1",0.5621,-0.01,"NA","enoyl-CoA hydratase"
5063,"GIMAP1-GIMAP5",0.5619,,,
5064,"PRDM4",0.5618,0.03,"TF","PR/SET domain 4"
5065,"ARTN",0.5617,-0.28,"NA","artemin"
5066,"WDR48",0.5617,-0.49,"NA","WD repeat domain 48"
5067,"USP54",0.5614,-0.01,"NA","ubiquitin specific peptidase 54"
5068,"LRRC36",0.5613,0.07,"NA","NA"
5069,"AQP9",0.5612,-0.105,"NA","aquaporin 9"
5070,"PHACTR3",0.5611,-0.1,"NA","phosphatase and actin regulator 3"
5071,"COCH",0.561,-0.265,"NA","cochlin"
5072,"DOCK5",0.561,-0.055,"NA","dedicator of cytokinesis 5"
5073,"TEFM",0.5609,-0.515,"NA","transcription elongation factor"
5074,"SGSH",0.5608,-0.005,"NA","N-sulfoglucosamine sulfohydrolase"
5075,"PDLIM3",0.5607,0.215,"NA","PDZ and LIM domain 3"
5076,"SLMAP",0.5606,-0.33,"NA","sarcolemma associated protein"
5077,"TRUB2",0.5606,-0.34,"NA","TruB pseudouridine synthase family member 2"
5078,"GSTM3",0.5605,-0.29,"NA","glutathione S-transferase mu 3"
5079,"CHST5",0.5604,0.025,"NA","carbohydrate sulfotransferase 5"
5080,"CFAP210",0.5603,,,
5081,"ZMYND10",0.5603,-0.22,"NA","zinc finger MYND-type containing 10"
5082,"SPACA3",0.5602,-0.015,"NA","sperm acrosome associated 3"
5083,"RO60",0.5601,,,
5084,"ANXA8",0.56,-0.01,"NA","annexin A8"
5085,"ANKRD63",0.5599,,,
5086,"PDS5A",0.5599,-0.32,"NA","PDS5 cohesin associated factor A"
5087,"RPGRIP1L",0.5598,0.065,"NA","RPGRIP1 like"
5088,"KCNIP3",0.5597,-0.23,"TF","potassium voltage-gated channel interacting protein 3"
5089,"RSPH9",0.5596,-0.365,"NA","radial spoke head component 9"
5090,"SSNA1",0.5595,0.075,"NA","SS nuclear autoantigen 1"
5091,"HOMER3",0.5595,-0.195,"NA","homer scaffold protein 3"
5092,"PLTP",0.5594,-0.12,"NA","phospholipid transfer protein"
5093,"GGNBP2",0.5593,-0.345,"NA","gametogenetin binding protein 2"
5094,"DNA2",0.5592,,,
5095,"MRPL52",0.5592,-0.2,"NA","mitochondrial ribosomal protein L52"
5096,"CDC26",0.5591,-0.73,"NA","cell division cycle 26"
5097,"PCDH20",0.559,-0.085,"NA","protocadherin 20"
5098,"ADGRB1",0.5589,0.035,"NA","adhesion G protein-coupled receptor B1"
5099,"PPIL2",0.5588,-1.25,"NA","peptidylprolyl isomerase like 2"
5100,"PRRG3",0.5588,0.075,"NA","proline rich and Gla domain 3"
5101,"ZNF451",0.5587,0.015,"TF","zinc finger protein 451"
5102,"IAPP",0.5586,0.085,"NA","islet amyloid polypeptide"
5103,"MARCHF4",0.5585,,,
5104,"PPP1R42",0.5584,0.04,"NA","protein phosphatase 1 regulatory subunit 42"
5105,"PFN4",0.5584,0.075,"NA","profilin family member 4"
5106,"RHPN1",0.5583,-0.34,"NA","rhophilin Rho GTPase binding protein 1"
5107,"TEDC1",0.5582,-0.395,"NA","tubulin epsilon and delta complex 1"
5108,"KCNS2",0.5581,-0.06,"NA","potassium voltage-gated channel modifier subfamily S member 2"
5109,"ACBD3",0.5581,-0.005,"NA","acyl-CoA binding domain containing 3"
5110,"LCE1A",0.558,-0.55,"NA","late cornified envelope 1A"
5111,"NRG3",0.5579,-0.005,"NA","neuregulin 3"
5112,"ANGPTL8",0.5578,-0.02,"NA","angiopoietin like 8"
5113,"SOX15",0.5577,-0.25,"TF","SRY-box transcription factor 15"
5114,"CRYAB",0.5575,-0.03,"NA","crystallin alpha B"
5115,"NIPA2",0.5574,-0.275,"NA","NIPA magnesium transporter 2"
5116,"ISX",0.5574,0.145,"TF","intestine specific homeobox"
5117,"EXOC6B",0.5573,-0.075,"NA","exocyst complex component 6B"
5118,"BBS12",0.5572,0.045,"NA","Bardet-Biedl syndrome 12"
5119,"CCDC47",0.5571,-0.19,"NA","coiled-coil domain containing 47"
5120,"C1D",0.557,-0.36,"ChroRemod","C1D nuclear receptor corepressor"
5121,"ANKRD13C",0.557,-0.02,"NA","ankyrin repeat domain 13C"
5122,"IL20RB",0.5569,0.085,"NA","interleukin 20 receptor subunit beta"
5123,"KCTD6",0.5568,-0.035,"NA","potassium channel tetramerization domain containing 6"
5124,"SHISA2",0.5567,0.065,"NA","shisa family member 2"
5125,"ALX3",0.5566,-0.39,"TF","ALX homeobox 3"
5126,"TUBAL3",0.5566,0.165,"NA","tubulin alpha like 3"
5127,"PSMA6",0.5565,-2.015,"NA","proteasome 20S subunit alpha 6"
5128,"IFITM3",0.5563,-0.875,"NA","interferon induced transmembrane protein 3"
5129,"CDH9",0.5563,0.13,"NA","cadherin 9"
5130,"TPR",0.5562,-1.07,"NA","translocated promoter region"
5131,"C1orf52",0.5561,-0.235,"NA","chromosome 1 open reading frame 52"
5132,"ALDH1L1",0.556,0.04,"NA","aldehyde dehydrogenase 1 family member L1"
5133,"MIDEAS",0.5559,,,
5134,"ZNF672",0.5559,0.07,"TF","zinc finger protein 672"
5135,"DUSP29",0.5558,,,
5136,"NOXRED1",0.5557,0,"NA","NADP dependent oxidoreductase domain containing 1"
5137,"TOP3A",0.5556,-1.23,"NA","DNA topoisomerase III alpha"
5138,"RNF141",0.5556,0.015,"NA","ring finger protein 141"
5139,"OGN",0.5555,0.095,"NA","osteoglycin"
5140,"LRRC7",0.5554,0.08,"NA","leucine rich repeat containing 7"
5141,"BRF1",0.5553,-1.21,"NA","BRF1 RNA polymerase III transcription initiation factor subunit"
5142,"HSD17B2",0.5552,0.235,"NA","hydroxysteroid 17-beta dehydrogenase 2"
5143,"SLC17A2",0.5552,0.02,"NA","solute carrier family 17 member 2"
5144,"PRRX1",0.5551,-0.055,"TF","paired related homeobox 1"
5145,"KDM5D",0.555,,,
5146,"PEX13",0.5549,-0.17,"NA","peroxisomal biogenesis factor 13"
5147,"ODAD3",0.5549,,,
5148,"ANXA4",0.5548,0.01,"NA","annexin A4"
5149,"CABS1",0.5547,0.085,"NA","calcium binding protein"
5150,"SYTL2",0.5546,0.125,"NA","synaptotagmin like 2"
5151,"ZNF697",0.5545,-0.135,"TF","zinc finger protein 697"
5152,"NT5C2",0.5545,0.015,"NA","5'-nucleotidase"
5153,"SDR39U1",0.5544,-0.13,"NA","short chain dehydrogenase/reductase family 39U member 1"
5154,"AP2A1",0.5543,0.04,"NA","adaptor related protein complex 2 subunit alpha 1"
5155,"KAT5",0.5542,-0.71,"ChroRemod","lysine acetyltransferase 5"
5156,"ONECUT2",0.5541,0.055,"TF","one cut homeobox 2"
5157,"SLC27A3",0.5539,-0.115,"NA","solute carrier family 27 member 3"
5158,"FRMD6",0.5538,0,"NA","FERM domain containing 6"
5159,"SLC30A2",0.5537,0.06,"NA","solute carrier family 30 member 2"
5160,"MRPL46",0.5536,-0.475,"NA","mitochondrial ribosomal protein L46"
5161,"FBXL5",0.5535,0.01,"NA","F-box and leucine rich repeat protein 5"
5162,"INPP5A",0.5535,-0.035,"NA","inositol polyphosphate-5-phosphatase A"
5163,"DCTN2",0.5534,-1.06,"NA","dynactin subunit 2"
5164,"CPB1",0.5533,-0.09,"NA","carboxypeptidase B1"
5165,"CHPF2",0.5532,-0.015,"NA","chondroitin polymerizing factor 2"
5166,"OR1N1",0.5532,-0.015,"NA","olfactory receptor family 1 subfamily N member 1"
5167,"ASMT",0.5531,0.015,"NA","acetylserotonin O-methyltransferase"
5168,"BCL2L2",0.553,-0.225,"NA","BCL2 like 2"
5169,"FAM227B",0.5529,-0.015,"NA","family with sequence similarity 227 member B"
5170,"IRX2",0.5528,0.06,"TF","iroquois homeobox 2"
5171,"SERP2",0.5528,0.055,"NA","stress associated endoplasmic reticulum protein family member 2"
5172,"PSEN1",0.5527,-0.12,"NA","presenilin 1"
5173,"SLC6A7",0.5526,-0.115,"NA","solute carrier family 6 member 7"
5174,"FAM98B",0.5525,-0.32,"NA","family with sequence similarity 98 member B"
5175,"UBE2H",0.5523,-0.475,"NA","ubiquitin conjugating enzyme E2 H"
5176,"UGCG",0.5522,-0.13,"NA","UDP-glucose ceramide glucosyltransferase"
5177,"LRRC14",0.5522,0.01,"NA","leucine rich repeat containing 14"
5178,"USP3",0.5521,-0.025,"NA","ubiquitin specific peptidase 3"
5179,"FERD3L",0.552,0.065,"TF","Fer3 like bHLH transcription factor"
5180,"CFC1B",0.5519,-0.065,"NA","cripto"
5181,"DEGS2",0.5518,0.195,"NA","delta 4-desaturase"
5182,"DDX18",0.5518,-1.21,"NA","DEAD-box helicase 18"
5183,"STBD1",0.5517,0.015,"NA","starch binding domain 1"
5184,"PTMS",0.5516,-0.325,"NA","parathymosin"
5185,"SSTR3",0.5515,-0.035,"NA","somatostatin receptor 3"
5186,"SDS",0.5514,0.02,"NA","serine dehydratase"
5187,"CFH",0.5513,-0.12,"NA","complement factor H"
5188,"SYT6",0.5512,-0.07,"NA","synaptotagmin 6"
5189,"KIAA1217",0.5511,0.095,"NA","KIAA1217"
5190,"IFNAR1",0.551,0.15,"NA","interferon alpha and beta receptor subunit 1"
5191,"HIPK3",0.5509,-0.02,"Kinase","homeodomain interacting protein kinase 3"
5192,"CAPN10",0.5508,0.025,"NA","calpain 10"
5193,"CDK10",0.5508,-0.195,"Kinase","cyclin dependent kinase 10"
5194,"SYT12",0.5507,-0.125,"NA","synaptotagmin 12"
5195,"FAM131C",0.5506,-0.055,"NA","family with sequence similarity 131 member C"
5196,"AP1S3",0.5505,-0.105,"NA","adaptor related protein complex 1 subunit sigma 3"
5197,"CLNK",0.5505,-0.015,"NA","cytokine dependent hematopoietic cell linker"
5198,"KHDC1L",0.5504,-0.11,"NA","KH domain containing 1 like"
5199,"DUSP21",0.5503,0.07,"NA","dual specificity phosphatase 21"
5200,"ACAD11",0.5501,0.01,"NA","acyl-CoA dehydrogenase family member 11"
5201,"B9D1",0.55,-0.13,"NA","B9 domain containing 1"
5202,"ABCA3",0.5499,0.03,"NA","ATP binding cassette subfamily A member 3"
5203,"THOC6",0.5498,-0.455,"NA","NA"
5204,"LMO2",0.5498,0.08,"NA","LIM domain only 2"
5205,"ANP32E",0.5497,-0.29,"NA","acidic nuclear phosphoprotein 32 family member E"
5206,"DUSP6",0.5496,0.035,"NA","dual specificity phosphatase 6"
5207,"DEGS1",0.5495,0.135,"NA","delta 4-desaturase"
5208,"ZNF559-ZNF177",0.5495,,,
5209,"HARBI1",0.5494,-0.15,"NA","harbinger transposase derived 1"
5210,"PDHA1",0.5493,0.025,"NA","pyruvate dehydrogenase E1 subunit alpha 1"
5211,"ST8SIA6",0.5492,-0.015,"NA","ST8 alpha-N-acetyl-neuraminide alpha-2"
5212,"KCNQ5",0.5492,-0.01,"NA","potassium voltage-gated channel subfamily Q member 5"
5213,"ECSCR",0.5491,,,
5214,"VASN",0.549,0.04,"NA","vasorin"
5215,"ASH2L",0.5489,-0.365,"ChroRemod","ASH2 like"
5216,"PNPLA8",0.5488,-0.14,"NA","patatin like phospholipase domain containing 8"
5217,"SLC2A13",0.5488,-0.065,"NA","solute carrier family 2 member 13"
5218,"OCRL",0.5487,-0.04,"NA","OCRL inositol polyphosphate-5-phosphatase"
5219,"LYAR",0.5486,0.27,"TF","Ly1 antibody reactive"
5220,"SIGLEC6",0.5485,0.01,"NA","sialic acid binding Ig like lectin 6"
5221,"DESI2",0.5485,0.145,"NA","desumoylating isopeptidase 2"
5222,"IQSEC2",0.5484,0.025,"NA","IQ motif and Sec7 domain ArfGEF 2"
5223,"SSR1",0.5483,-0.025,"NA","signal sequence receptor subunit 1"
5224,"AKAP6",0.5482,-0.04,"NA","A-kinase anchoring protein 6"
5225,"FOXA1",0.5482,-0.145,"TF","forkhead box A1"
5226,"MYL4",0.5481,-0.23,"NA","myosin light chain 4"
5227,"CCL8",0.548,0.115,"NA","C-C motif chemokine ligand 8"
5228,"C17orf100",0.5479,,,
5229,"GEN1",0.5479,-0.12,"NA","GEN1 Holliday junction 5' flap endonuclease"
5230,"UTP3",0.5477,-0.72,"NA","UTP3 small subunit processome component"
5231,"LMBRD2",0.5476,0.185,"NA","LMBR1 domain containing 2"
5232,"SPIN1",0.5475,0.035,"NA","spindlin 1"
5233,"ARHGAP24",0.5475,-0.09,"NA","Rho GTPase activating protein 24"
5234,"CPS1",0.5474,0.08,"NA","carbamoyl-phosphate synthase 1"
5235,"DST",0.5473,-0.025,"NA","dystonin"
5236,"ADGRE2",0.5472,-0.13,"NA","adhesion G protein-coupled receptor E2"
5237,"GRN",0.5472,-0.25,"NA","granulin precursor"
5238,"TNFSF4",0.5471,0.025,"NA","TNF superfamily member 4"
5239,"MRPS30",0.547,-0.365,"NA","mitochondrial ribosomal protein S30"
5240,"OR9A4",0.5469,-0.005,"NA","olfactory receptor family 9 subfamily A member 4"
5241,"UFSP1",0.5469,-0.06,"NA","UFM1 specific peptidase 1 (inactive)"
5242,"DMD",0.5467,0.045,"NA","dystrophin"
5243,"STKLD1",0.5466,-0.145,"Kinase","serine/threonine kinase like domain containing 1"
5244,"CPE",0.5466,-0.105,"NA","carboxypeptidase E"
5245,"KCNH3",0.5465,-0.135,"NA","potassium voltage-gated channel subfamily H member 3"
5246,"CT45A10",0.5464,,,
5247,"KLHL7",0.5463,-0.1,"NA","kelch like family member 7"
5248,"DYNLT2B",0.5462,,,
5249,"NAA80",0.5462,-0.115,"NA","N-alpha-acetyltransferase 80"
5250,"MSRB2",0.5461,0.065,"NA","methionine sulfoxide reductase B2"
5251,"C2orf16",0.546,0.03,"NA","chromosome 2 open reading frame 16"
5252,"EOGT",0.5459,-0.065,"NA","EGF domain specific O-linked N-acetylglucosamine transferase"
5253,"PPM1F",0.5459,0.005,"NA","protein phosphatase"
5254,"TBPL2",0.5458,-0.18,"TF","TATA-box binding protein like 2"
5255,"MRFAP1L1",0.5456,0.01,"NA","Morf4 family associated protein 1 like 1"
5256,"FASTKD5",0.5456,-0.335,"NA","FAST kinase domains 5"
5257,"EIF3G",0.5455,-1.385,"NA","eukaryotic translation initiation factor 3 subunit G"
5258,"LCORL",0.5454,0.105,"TF","ligand dependent nuclear receptor corepressor like"
5259,"GABPB2",0.5453,-0.28,"TF","GA binding protein transcription factor subunit beta 1"
5260,"PRODH2",0.5453,-0.165,"NA","proline dehydrogenase 2"
5261,"INTS2",0.5452,-0.955,"NA","integrator complex subunit 2"
5262,"GPC3",0.5451,0.075,"NA","glypican 3"
5263,"EZR",0.545,0.025,"NA","ezrin"
5264,"ACKR3",0.545,0.075,"NA","atypical chemokine receptor 3"
5265,"TRHR",0.5449,0.295,"NA","thyrotropin releasing hormone receptor"
5266,"GP2",0.5447,0.075,"NA","glycoprotein 2"
5267,"SYNJ1",0.5447,0.04,"NA","synaptojanin 1"
5268,"ICOS",0.5446,0.01,"NA","inducible T cell costimulator"
5269,"LSMEM2",0.5445,-0.04,"NA","leucine rich single-pass membrane protein 2"
5270,"PTPN20",0.5444,-0.175,"NA","protein tyrosine phosphatase non-receptor type 20"
5271,"DENND4A",0.5443,-0.15,"NA","DENN domain containing 4A"
5272,"SLC35G3",0.5443,-0.32,"NA","solute carrier family 35 member G3"
5273,"DDX28",0.5442,-0.395,"NA","DEAD-box helicase 28"
5274,"CAMTA2",0.5441,-0.06,"TF","calmodulin binding transcription activator 2"
5275,"GAS2L2",0.544,-0.29,"NA","growth arrest specific 2 like 2"
5276,"GRHL1",0.544,0.17,"TF","grainyhead like transcription factor 1"
5277,"GRK5",0.5439,0.04,"Kinase","G protein-coupled receptor kinase 5"
5278,"HIP1R",0.5438,-0.075,"NA","huntingtin interacting protein 1 related"
5279,"CLIC1",0.5437,-0.04,"NA","chloride intracellular channel 1"
5280,"KRTAP29-1",0.5437,,,
5281,"SLC4A1",0.5436,-0.12,"NA","solute carrier family 4 member 1 (Diego blood group)"
5282,"NME8",0.5435,-0.045,"NA","NME/NM23 family member 8"
5283,"RPL3L",0.5434,0,"NA","ribosomal protein L3 like"
5284,"MIB1",0.5434,-0.22,"NA","mindbomb E3 ubiquitin protein ligase 1"
5285,"UHRF2",0.5433,0.02,"NA","ubiquitin like with PHD and ring finger domains 2"
5286,"RAB22A",0.5432,-0.02,"NA","RAB22A"
5287,"PPP6R1",0.5431,0.025,"NA","protein phosphatase 6 regulatory subunit 1"
5288,"FBXW11",0.5431,-0.575,"NA","F-box and WD repeat domain containing 11"
5289,"CACNG8",0.543,0.135,"NA","calcium voltage-gated channel auxiliary subunit gamma 8"
5290,"NIPAL2",0.5429,-0.205,"NA","NIPA like domain containing 2"
5291,"GBP3",0.5428,-0.095,"NA","guanylate binding protein 3"
5292,"SLC22A5",0.5428,-0.14,"NA","solute carrier family 22 member 5"
5293,"ARGLU1",0.5427,-0.825,"NA","arginine and glutamate rich 1"
5294,"HOXB1",0.5426,-0.015,"TF","homeobox B1"
5295,"CCDC170",0.5425,0.17,"NA","coiled-coil domain containing 170"
5296,"TRAF5",0.5425,0.04,"NA","TNF receptor associated factor 5"
5297,"INA",0.5424,-0.03,"NA","internexin neuronal intermediate filament protein alpha"
5298,"KYAT1",0.5423,-0.01,"NA","kynurenine aminotransferase 1"
5299,"TM2D1",0.5422,-0.29,"NA","TM2 domain containing 1"
5300,"ATP5PD",0.5422,-0.475,"NA","ATP synthase peripheral stalk subunit d"
5301,"SPATS2L",0.5421,0.055,"NA","spermatogenesis associated serine rich 2 like"
5302,"RNF212B",0.542,-0.3,"NA","ring finger protein 212B"
5303,"OR10G4",0.5419,0.02,"NA","olfactory receptor family 10 subfamily G member 4"
5304,"TUBB6",0.5419,0.055,"NA","tubulin beta 6 class V"
5305,"TNC",0.5418,0.04,"NA","tenascin C"
5306,"GLRA4",0.5417,0.055,"NA","glycine receptor alpha 4 (pseudogene)"
5307,"TARDBP",0.5416,-0.975,"NA","TAR DNA binding protein"
5308,"TNFSF11",0.5416,0.055,"NA","TNF superfamily member 11"
5309,"PFKM",0.5415,-0.1,"NA","phosphofructokinase"
5310,"MAPRE1",0.5414,-0.345,"NA","microtubule associated protein RP/EB family member 1"
5311,"ATP1A4",0.5413,-0.08,"NA","ATPase Na+/K+ transporting subunit alpha 4"
5312,"HLA-G",0.5413,,,
5313,"CHST9",0.5412,0.035,"NA","carbohydrate sulfotransferase 9"
5314,"ATP8A2",0.5411,-0.085,"NA","ATPase phospholipid transporting 8A2"
5315,"FKBP15",0.541,0.005,"NA","FKBP prolyl isomerase 15"
5316,"SCGB2A2",0.541,-0.105,"NA","secretoglobin family 2A member 2"
5317,"AASDH",0.5409,-0.095,"NA","aminoadipate-semialdehyde dehydrogenase"
5318,"WNT9A",0.5408,0.13,"NA","Wnt family member 9A"
5319,"SLC39A1",0.5407,0.01,"NA","solute carrier family 39 member 1"
5320,"ABI1",0.5407,-0.055,"NA","abl interactor 1"
5321,"PGK1",0.5406,-0.925,"NA","phosphoglycerate kinase 1"
5322,"PRKG2",0.5405,-0.04,"Kinase","protein kinase cGMP-dependent 2"
5323,"LIMK2",0.5404,0.105,"Kinase","LIM domain kinase 2"
5324,"CADM2",0.5404,-0.04,"NA","cell adhesion molecule 2"
5325,"CNTN4",0.5403,0.1,"NA","contactin 4"
5326,"CKS1B",0.5402,-0.135,"NA","CDC28 protein kinase regulatory subunit 1B"
5327,"FAM117B",0.5401,-0.1,"NA","family with sequence similarity 117 member B"
5328,"ATP6V1D",0.5401,-0.82,"NA","ATPase H+ transporting V1 subunit D"
5329,"MRPL15",0.54,-0.465,"NA","mitochondrial ribosomal protein L15"
5330,"AP2S1",0.5399,-0.76,"NA","adaptor related protein complex 2 subunit sigma 1"
5331,"HSPA2",0.5398,0.07,"NA","heat shock protein family A (Hsp70) member 2"
5332,"TNIP3",0.5398,-0.045,"NA","TNFAIP3 interacting protein 3"
5333,"PIKFYVE",0.5397,-0.02,"Kinase","phosphoinositide kinase"
5334,"EPB41L5",0.5396,-0.105,"NA","erythrocyte membrane protein band 4.1 like 5"
5335,"VNN1",0.5395,0.08,"NA","vanin 1"
5336,"POMT2",0.5394,0.005,"NA","protein O-mannosyltransferase 2"
5337,"ZYG11B",0.5393,-0.175,"NA","zyg-11 family member B"
5338,"ZNF585B",0.5392,0.035,"TF","NA"
5339,"ALPG",0.5392,-0.01,"NA","alkaline phosphatase"
5340,"XRCC3",0.5391,-0.705,"NA","X-ray repair cross complementing 3"
5341,"RNF224",0.539,-0.14,"NA","ring finger protein 224"
5342,"AADACL2",0.5389,0.04,"NA","arylacetamide deacetylase like 2"
5343,"CHST8",0.5389,-0.295,"NA","carbohydrate sulfotransferase 8"
5344,"ADAMTS7",0.5388,-0.125,"NA","ADAM metallopeptidase with thrombospondin type 1 motif 7"
5345,"ELOF1",0.5386,-0.45,"NA","elongation factor 1 homolog"
5346,"LRRC72",0.5386,0.125,"NA","leucine rich repeat containing 72"
5347,"OR51Q1",0.5385,0.02,"NA","olfactory receptor family 51 subfamily Q member 1 (gene/pseudogene)"
5348,"DLGAP4",0.5384,0.185,"NA","DLG associated protein 4"
5349,"SP140L",0.5383,0.165,"TF","SP140 nuclear body protein like"
5350,"SPATA31A1",0.5383,0.07,"NA","SPATA31 subfamily A member 1"
5351,"IFI27L2",0.538,0.115,"NA","interferon alpha inducible protein 27 like 2"
5352,"HAUS8",0.538,-0.88,"NA","HAUS augmin like complex subunit 8"
5353,"PABIR1",0.5379,,,
5354,"TNRC6C",0.5378,-0.04,"NA","trinucleotide repeat containing adaptor 6C"
5355,"TGFB1",0.5377,-0.045,"NA","transforming growth factor beta 1"
5356,"RBM46",0.5377,-0.005,"NA","RNA binding motif protein 46"
5357,"MAN1B1",0.5376,0.015,"NA","mannosidase alpha class 1B member 1"
5358,"UGT2A1",0.5375,0.065,"NA","UDP glucuronosyltransferase family 2 member A1 complex locus"
5359,"STMN4",0.5374,0.1,"NA","stathmin 4"
5360,"GPR119",0.5373,0.065,"NA","G protein-coupled receptor 119"
5361,"USP16",0.5372,-0.035,"ChroRemod","ubiquitin specific peptidase 16"
5362,"PSAPL1",0.5371,0.205,"NA","prosaposin like 1 (gene/pseudogene)"
5363,"IQCJ",0.5371,0.03,"NA","IQ motif containing J"
5364,"MORF4L1",0.537,-0.065,"ChroRemod","mortality factor 4 like 1"
5365,"HMG20B",0.5368,0.1,"TF","high mobility group 20B"
5366,"RASL10B",0.5368,-0.155,"NA","RAS like family 10 member B"
5367,"FLACC1",0.5367,,,
5368,"ARIH1",0.5366,-1.345,"NA","ariadne RBR E3 ubiquitin protein ligase 1"
5369,"SIGLEC10",0.5364,-0.08,"NA","sialic acid binding Ig like lectin 10"
5370,"AP5M1",0.5362,0.01,"NA","adaptor related protein complex 5 subunit mu 1"
5371,"KCNAB1",0.5362,0.04,"NA","potassium voltage-gated channel subfamily A member regulatory beta subunit 1"
5372,"BRD7",0.5361,-0.24,"ChroRemod","bromodomain containing 7"
5373,"NEDD4L",0.536,0.03,"NA","NEDD4 like E3 ubiquitin protein ligase"
5374,"CDC42SE2",0.5359,0.04,"NA","CDC42 small effector 2"
5375,"C20orf173",0.5359,-0.015,"NA","chromosome 20 open reading frame 173"
5376,"KREMEN1",0.5358,-0.085,"NA","kringle containing transmembrane protein 1"
5377,"EIF6",0.5357,-1.285,"NA","eukaryotic translation initiation factor 6"
5378,"CTCF",0.5356,-1.505,"TF","CCCTC-binding factor"
5379,"FAM24B",0.5356,0.1,"NA","family with sequence similarity 24 member B"
