"Rank","Genes ranked in the direction 1","'-log10(RRA score)'","KO essential score","Brief feature","Description"
8166,"SLAMF9",0.259,-0.22,"NA","SLAM family member 9"
8167,"VGLL1",0.259,0.22,"ChroRemod","vestigial like family member 1"
8168,"PARP9",0.2589,0.105,"NA","poly(ADP-ribose) polymerase family member 9"
8169,"NAA11",0.2586,-0.01,"NA","N-alpha-acetyltransferase 11"
8170,"TMEM107",0.2586,-0.01,"NA","NA"
8171,"CD82",0.2585,-0.04,"NA","CD82 molecule"
8172,"ZC3H7B",0.2584,-0.13,"NA","zinc finger CCCH-type containing 7B"
8173,"DAGLA",0.2584,-0.11,"NA","diacylglycerol lipase alpha"
8174,"ZNF831",0.2584,0.105,"TF","zinc finger protein 831"
8175,"ARHGEF25",0.258,-0.04,"NA","Rho guanine nucleotide exchange factor 25"
8176,"IMMP2L",0.2579,-0.04,"NA","inner mitochondrial membrane peptidase subunit 2"
8177,"MED10",0.2577,-0.49,"NA","mediator complex subunit 10"
8178,"IYD",0.2576,-0.06,"NA","iodotyrosine deiodinase"
8179,"TMEM74B",0.2576,0.11,"NA","transmembrane protein 74B"
8180,"PTGDR",0.2575,-0.025,"NA","prostaglandin D2 receptor"
8181,"PRAP1",0.2575,0.13,"NA","proline rich acidic protein 1"
8182,"RAP1GAP",0.2575,0.02,"NA","RAP1 GTPase activating protein"
8183,"RND1",0.2574,-0.295,"NA","Rho family GTPase 1"
8184,"LHX3",0.2573,-0.1,"TF","LIM homeobox 3"
8185,"RARS2",0.2572,-0.6,"NA","arginyl-tRNA synthetase 2"
8186,"RLIM",0.2572,-0.155,"ChroRemod","ring finger protein"
8187,"KIAA0930",0.2572,0.065,"NA","KIAA0930"
8188,"SLBP",0.2571,-0.565,"NA","stem-loop binding protein"
8189,"TOMM70",0.257,-0.335,"NA","translocase of outer mitochondrial membrane 70"
8190,"MYEF2",0.2569,0.01,"TF","myelin expression factor 2"
8191,"TPCN2",0.2569,-0.135,"NA","two pore segment channel 2"
8192,"VAX1",0.2569,0.08,"TF","ventral anterior homeobox 1"
8193,"MARVELD2",0.2568,-0.045,"NA","MARVEL domain containing 2"
8194,"FANCF",0.2567,-0.245,"NA","FA complementation group F"
8195,"PCDHB8",0.2567,0.02,"NA","protocadherin beta 8"
8196,"SLC34A2",0.2566,0.075,"NA","solute carrier family 34 member 2"
8197,"PGLYRP4",0.2566,-0.04,"NA","peptidoglycan recognition protein 4"
8198,"ULK3",0.2564,0,"Kinase","NA"
8199,"ZRSR2P1",0.2563,,,
8200,"PHC3",0.2562,0.12,"NA","polyhomeotic homolog 3"
8201,"CARMIL1",0.2562,0,"NA","capping protein regulator and myosin 1 linker 1"
8202,"USH1G",0.2561,-0.275,"NA","USH1 protein network component sans"
8203,"USF2",0.256,-0.285,"TF","upstream transcription factor 2"
8204,"C20orf144",0.2559,-0.055,"NA","chromosome 20 open reading frame 144"
8205,"SPATS1",0.2559,-0.25,"NA","spermatogenesis associated serine rich 1"
8206,"SLC13A4",0.2558,0.095,"NA","solute carrier family 13 member 4"
8207,"ANXA10",0.2558,0.015,"NA","annexin A10"
8208,"MYOG",0.2557,0.05,"TF","myogenin"
8209,"TLR5",0.2556,-0.01,"NA","toll like receptor 5"
8210,"CNTNAP2",0.2556,0.065,"NA","contactin associated protein 2"
8211,"TMEM273",0.2554,-0.1,"NA","transmembrane protein 273"
8212,"NRG1",0.2553,0.205,"ChroRemod","neuregulin 1"
8213,"GSTO2",0.2552,0.025,"NA","glutathione S-transferase omega 2"
8214,"IPO13",0.2551,-1.195,"NA","importin 13"
8215,"H2BC3",0.2551,,,
8216,"CNR2",0.255,0.05,"NA","cannabinoid receptor 2"
8217,"KDELR3",0.255,-0.11,"NA","KDEL endoplasmic reticulum protein retention receptor 3"
8218,"EPO",0.2549,0.04,"NA","erythropoietin"
8219,"RAB39A",0.2548,0.075,"NA","RAB39A"
8220,"PAXBP1",0.2547,-0.91,"TF","PAX3 and PAX7 binding protein 1"
8221,"EXOC3L1",0.2547,-0.08,"NA","exocyst complex component 3 like 1"
8222,"EMCN",0.2546,0.115,"NA","endomucin"
8223,"TMOD1",0.2546,-0.04,"NA","tropomodulin 1"
8224,"HNRNPR",0.2545,-0.39,"NA","heterogeneous nuclear ribonucleoprotein R"
8225,"KIF9",0.2545,-0.09,"NA","kinesin family member 9"
8226,"CCL1",0.2544,-0.195,"NA","C-C motif chemokine ligand 1"
8227,"METTL16",0.2544,-1.125,"NA","methyltransferase like 16"
8228,"RSU1",0.2543,-0.12,"NA","Ras suppressor protein 1"
8229,"BANF2",0.2543,0.15,"NA","BANF family member 2"
8230,"THBD",0.2542,0.01,"NA","thrombomodulin"
8231,"NALCN",0.2542,0.115,"NA","sodium leak channel"
8232,"MYPOP",0.2541,-0.1,"TF","Myb related transcription factor"
8233,"CHN2",0.254,0.025,"NA","chimerin 2"
8234,"EPS15",0.2539,-0.09,"NA","epidermal growth factor receptor pathway substrate 15"
8235,"CNPY2",0.2539,-0.335,"NA","canopy FGF signaling regulator 2"
8236,"ETV5",0.2537,-0.025,"TF","ETS variant transcription factor 5"
8237,"C1QBP",0.2536,-0.515,"NA","complement C1q binding protein"
8238,"RALA",0.2536,-0.135,"NA","RAS like proto-oncogene A"
8239,"POMGNT1",0.2535,-0.12,"NA","protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1"
8240,"ARL6IP4",0.2535,-0.165,"NA","ADP ribosylation factor like GTPase 6 interacting protein 4"
8241,"IRX1",0.2534,0.08,"TF","iroquois homeobox 1"
8242,"YIPF1",0.2534,0.005,"NA","Yip1 domain family member 1"
8243,"MYADML2",0.2534,0.07,"NA","myeloid associated differentiation marker like 2"
8244,"ITGB5",0.2533,-0.435,"NA","integrin subunit beta 5"
8245,"NFE2",0.2533,-0.16,"TF","NA"
8246,"NRDE2",0.2533,-1.16,"NA","NRDE-2"
8247,"CACNA2D3",0.2532,0.015,"NA","calcium voltage-gated channel auxiliary subunit alpha2delta 3"
8248,"KHDRBS2",0.2531,0.035,"NA","KH RNA binding domain containing"
8249,"LRRC28",0.253,-0.065,"NA","leucine rich repeat containing 28"
8250,"NYAP2",0.253,0.095,"NA","neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2"
8251,"ID1",0.2529,-0.06,"TF","inhibitor of DNA binding 1"
8252,"SGCE",0.2528,-0.215,"NA","sarcoglycan epsilon"
8253,"ASCL5",0.2528,-0.215,"TF","achaete-scute family bHLH transcription factor 5"
8254,"MTMR3",0.2527,-0.14,"NA","myotubularin related protein 3"
8255,"TREML2",0.2527,-0.105,"NA","triggering receptor expressed on myeloid cells like 2"
8256,"ASPH",0.2526,0.07,"NA","aspartate beta-hydroxylase"
8257,"TRA2B",0.2526,-0.63,"NA","transformer 2 beta homolog"
8258,"MBNL2",0.2525,0.085,"TF","muscleblind like splicing regulator 2"
8259,"RASA2",0.2524,0,"NA","RAS p21 protein activator 2"
8260,"NCKAP1",0.2524,-0.555,"NA","NCK associated protein 1"
8261,"CERS4",0.2523,-0.09,"NA","ceramide synthase 4"
8262,"RARG",0.2523,-0.05,"TF","retinoic acid receptor gamma"
8263,"GPR183",0.2522,0.065,"NA","G protein-coupled receptor 183"
8264,"PSMC2",0.2522,-1.255,"ChroRemod","proteasome 26S subunit"
8265,"AMER2",0.2521,-0.155,"NA","APC membrane recruitment protein 2"
8266,"CTF2P",0.2521,,,
8267,"SCARA3",0.252,0.095,"NA","scavenger receptor class A member 3"
8268,"PARVB",0.252,0.075,"NA","parvin beta"
8269,"MRPS5",0.2517,-0.815,"NA","mitochondrial ribosomal protein S5"
8270,"CYP2W1",0.2517,-0.06,"NA","cytochrome P450 family 2 subfamily W member 1"
8271,"ZP1",0.2515,-0.1,"NA","zona pellucida glycoprotein 1"
8272,"CHIT1",0.2515,-0.025,"NA","chitinase 1"
8273,"FZD5",0.2514,-0.095,"NA","frizzled class receptor 5"
8274,"CLDN12",0.2513,0.1,"NA","claudin 12"
8275,"PYM1",0.2513,-0.48,"NA","PYM homolog 1"
8276,"UBAP1L",0.2511,-0.015,"NA","ubiquitin associated protein 1 like"
8277,"C17orf107",0.2511,0.045,"NA","chromosome 17 open reading frame 107"
8278,"PI16",0.251,-0.12,"NA","peptidase inhibitor 16"
8279,"CLRN3",0.2509,0.15,"NA","clarin 3"
8280,"DYRK1B",0.2509,-0.13,"ChroRemod","dual specificity tyrosine phosphorylation regulated kinase 1B"
8281,"CYP2C23P",0.2509,,,
8282,"DOCK1",0.2508,,,
8283,"COL4A2",0.2507,0.11,"NA","collagen type IV alpha 2 chain"
8284,"KRT73",0.2507,0.01,"NA","keratin 73"
8285,"CNKSR3",0.2506,0.055,"NA","CNKSR family member 3"
8286,"EIF4G2",0.2505,-0.805,"NA","eukaryotic translation initiation factor 4 gamma 2"
8287,"IER2",0.2505,-0.09,"NA","immediate early response 2"
8288,"CDH20",0.2503,0.155,"NA","cadherin 20"
8289,"ADCYAP1",0.2503,0.23,"NA","adenylate cyclase activating polypeptide 1"
8290,"BSCL2",0.2503,-0.235,"NA","BSCL2 lipid droplet biogenesis associated"
8291,"ARNT",0.2502,-0.125,"TF","aryl hydrocarbon receptor nuclear translocator"
8292,"CCSER2",0.2502,0.12,"NA","coiled-coil serine rich protein 2"
8293,"IFT80",0.2501,-0.17,"NA","intraflagellar transport 80"
8294,"IGDCC3",0.2501,-0.13,"NA","immunoglobulin superfamily DCC subclass member 3"
8295,"HES7",0.25,-0.31,"TF","hes family bHLH transcription factor 7"
8296,"SHC3",0.25,-0.22,"NA","SHC adaptor protein 3"
8297,"XPA",0.25,-0.08,"TF","XPA"
8298,"GRID1",0.2499,0.025,"NA","glutamate ionotropic receptor delta type subunit 1"
8299,"PSMD12",0.2499,-1.26,"NA","proteasome 26S subunit"
8300,"SLC39A13",0.2498,-0.015,"NA","solute carrier family 39 member 13"
8301,"CTAG1B",0.2497,,,
8302,"MSMP",0.2497,0.065,"NA","microseminoprotein"
8303,"ATG16L1",0.2497,-0.035,"NA","autophagy related 16 like 1"
8304,"MRAP2",0.2496,0.075,"NA","melanocortin 2 receptor accessory protein 2"
8305,"ZCCHC2",0.2496,0.02,"NA","zinc finger CCHC-type containing 2"
8306,"TMEM243",0.2495,-0.02,"NA","transmembrane protein 243"
8307,"ZNF213",0.2494,-0.135,"TF","zinc finger protein 213"
8308,"CCDC7",0.2492,0.095,"NA","coiled-coil domain containing 7"
8309,"HOXA2",0.2492,0.05,"TF","homeobox A2"
8310,"IL10",0.2492,-0.03,"NA","interleukin 10"
8311,"UPP2",0.2491,-0.09,"NA","uridine phosphorylase 2"
8312,"WIPF2",0.249,-0.125,"NA","WAS/WASL interacting protein family member 2"
8313,"CDCP2",0.2489,-0.22,"NA","CUB domain containing protein 2"
8314,"ADAM12",0.2489,-0.095,"NA","ADAM metallopeptidase domain 12"
8315,"TRAPPC6A",0.2489,-0.18,"NA","trafficking protein particle complex 6A"
8316,"GUCA2A",0.2488,-0.325,"NA","guanylate cyclase activator 2A"
8317,"COPG1",0.2487,-1.34,"NA","COPI coat complex subunit gamma 1"
8318,"TSR1",0.2487,-1.36,"NA","TSR1 ribosome maturation factor"
8319,"LAPTM5",0.2485,-0.005,"NA","lysosomal protein transmembrane 5"
8320,"DEFB109B",0.2485,,,
8321,"NGFR",0.2485,-0.245,"NA","nerve growth factor receptor"
8322,"GINS2",0.2484,-1.78,"NA","GINS complex subunit 2"
8323,"ISG20L2",0.2482,-0.93,"NA","interferon stimulated exonuclease gene 20 like 2"
8324,"SLC44A4",0.2482,-0.075,"NA","solute carrier family 44 member 4"
8325,"GFM1",0.2481,-0.51,"NA","G elongation factor mitochondrial 1"
8326,"SLC39A11",0.2481,-0.095,"NA","solute carrier family 39 member 11"
8327,"SIX4",0.248,0.02,"TF","SIX homeobox 4"
8328,"SCIN",0.248,0.03,"NA","scinderin"
8329,"ZCCHC24",0.248,0.055,"NA","zinc finger CCHC-type containing 24"
8330,"ADIPOQ",0.2478,0.105,"NA","adiponectin"
8331,"ADCY4",0.2476,-0.14,"NA","adenylate cyclase 4"
8332,"AP1AR",0.2475,0.085,"NA","adaptor related protein complex 1 associated regulatory protein"
8333,"OR6C74",0.2474,0.045,"NA","olfactory receptor family 6 subfamily C member 74"
8334,"BMP8A",0.2474,-0.18,"NA","bone morphogenetic protein 8a"
8335,"C11orf42",0.2472,0.02,"NA","chromosome 11 open reading frame 42"
8336,"TRPA1",0.2472,0.055,"NA","transient receptor potential cation channel subfamily A member 1"
8337,"KLHL34",0.2472,-0.165,"NA","kelch like family member 34"
8338,"TMEM270",0.2472,-0.165,"NA","transmembrane protein 270"
8339,"TMEM80",0.2471,-0.09,"NA","transmembrane protein 80"
8340,"SAA1",0.2471,-0.25,"NA","serum amyloid A1"
8341,"EXTL1",0.247,-0.24,"NA","exostosin like glycosyltransferase 1"
8342,"WT1",0.247,0.105,"TF","WT1 transcription factor"
8343,"KCNH2",0.247,0.01,"NA","potassium voltage-gated channel subfamily H member 2"
8344,"B3GNTL1",0.2469,0.025,"NA","UDP-GlcNAc:betaGal beta-1"
8345,"HSPBAP1",0.2469,-0.005,"NA","HSPB1 associated protein 1"
8346,"TMEM9B",0.2468,-0.06,"NA","TMEM9 domain family member B"
8347,"CILP",0.2467,-0.095,"NA","cartilage intermediate layer protein"
8348,"PRKRIP1",0.2466,-0.525,"NA","PRKR interacting protein 1"
8349,"CCM2L",0.2466,0.075,"NA","CCM2 like scaffold protein"
8350,"NHLH2",0.2466,-0.12,"TF","nescient helix-loop-helix 2"
8351,"NYX",0.2465,0.025,"NA","nyctalopin"
8352,"OCA2",0.2464,-0.055,"NA","OCA2 melanosomal transmembrane protein"
8353,"PPARA",0.2464,-0.065,"TF","peroxisome proliferator activated receptor alpha"
8354,"RASA3",0.2464,0.055,"NA","RAS p21 protein activator 3"
8355,"ADGRB3",0.2463,-0.025,"NA","adhesion G protein-coupled receptor B3"
8356,"PRRC2A",0.2463,-0.555,"NA","proline rich coiled-coil 2A"
8357,"SULT1E1",0.2463,-0.015,"NA","sulfotransferase family 1E member 1"
8358,"RGS2",0.2462,-0.08,"NA","regulator of G protein signaling 2"
8359,"FAM124A",0.2462,-0.005,"NA","family with sequence similarity 124 member A"
8360,"KANK4",0.2462,-0.045,"NA","KN motif and ankyrin repeat domains 4"
8361,"RNASEH2C",0.2461,-0.335,"NA","ribonuclease H2 subunit C"
8362,"SLC5A10",0.2461,-0.01,"NA","solute carrier family 5 member 10"
8363,"TPTE2",0.2461,-0.22,"NA","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2"
8364,"BANP",0.246,-0.905,"ChroRemod","BTG3 associated nuclear protein"
8365,"FRRS1",0.246,,,
8366,"SMIM15",0.2458,0.03,"NA","small integral membrane protein 15"
8367,"LRRC52",0.2457,0.14,"NA","leucine rich repeat containing 52"
8368,"ZXDC",0.2457,0.04,"TF","ZXD family zinc finger C"
8369,"CCDC117",0.2456,-0.07,"NA","coiled-coil domain containing 117"
8370,"ICE2",0.2456,-0.505,"NA","interactor of little elongation complex ELL subunit 2"
8371,"DBNDD2",0.2456,0.21,"NA","dysbindin domain containing 2"
8372,"PHIP",0.2455,-0.155,"NA","pleckstrin homology domain interacting protein"
8373,"ECI1",0.2455,-0.11,"NA","enoyl-CoA delta isomerase 1"
8374,"KRT16",0.2454,-0.07,"NA","keratin 16"
8375,"ZNF575",0.2454,-0.07,"TF","zinc finger protein 575"
8376,"RFXAP",0.2453,-0.12,"ChroRemod","regulatory factor X associated protein"
8377,"GARIN1B",0.2452,,,
8378,"ZNF428",0.2451,-0.235,"TF","NA"
8379,"KRTAP4-4",0.2451,,,
8380,"FREM1",0.245,0.06,"NA","FRAS1 related extracellular matrix 1"
8381,"TMED5",0.2449,-0.26,"NA","transmembrane p24 trafficking protein 5"
8382,"ACSBG1",0.2449,0.08,"NA","acyl-CoA synthetase bubblegum family member 1"
8383,"SLC26A10P",0.2449,,,
8384,"FGD6",0.2449,-0.055,"NA","FYVE"
8385,"SEMA3F",0.2448,-0.23,"NA","semaphorin 3F"
8386,"GAK",0.2448,-0.645,"Kinase","cyclin G associated kinase"
8387,"GSTT2B",0.2448,0.015,"NA","glutathione S-transferase theta 2B (gene/pseudogene)"
8388,"GPATCH2",0.2447,-0.2,"NA","G-patch domain containing 2"
8389,"FGF16",0.2447,,,
8390,"MRGPRG",0.2447,0.085,"NA","MAS related GPR family member G"
8391,"STX16",0.2445,0.14,"NA","syntaxin 16"
8392,"ATG12",0.2443,-0.07,"NA","autophagy related 12"
8393,"TFAP2C",0.2442,-0.215,"TF","transcription factor AP-2 gamma"
8394,"TRIM24",0.2441,0.12,"ChroRemod","tripartite motif containing 24"
8395,"FOXN3",0.244,-0.09,"TF","forkhead box N3"
8396,"COL17A1",0.2439,-0.15,"NA","collagen type XVII alpha 1 chain"
8397,"SVOP",0.2439,,,
8398,"STUB1",0.2438,-0.265,"NA","STIP1 homology and U-box containing protein 1"
8399,"TUT1",0.2438,-1.69,"NA","terminal uridylyl transferase 1"
8400,"DNAH1",0.2436,-0.095,"NA","dynein axonemal heavy chain 1"
8401,"PHF8",0.2435,-0.225,"NA","PHD finger protein 8"
8402,"EBP",0.2434,0.135,"NA","EBP cholestenol delta-isomerase"
8403,"NAPG",0.2432,-0.73,"NA","NSF attachment protein gamma"
8404,"PDYN",0.2432,-0.015,"NA","prodynorphin"
8405,"ABCC3",0.2431,-0.08,"NA","ATP binding cassette subfamily C member 3"
8406,"PCDHB2",0.243,-0.19,"NA","protocadherin beta 2"
8407,"RTN4IP1",0.243,-0.185,"NA","reticulon 4 interacting protein 1"
8408,"ACSL1",0.243,-0.035,"NA","acyl-CoA synthetase long chain family member 1"
8409,"GATA3",0.2429,-0.165,"TF","GATA binding protein 3"
8410,"LPL",0.2429,0.205,"NA","lipoprotein lipase"
8411,"BLVRA",0.2429,0.075,"Kinase","biliverdin reductase A"
8412,"GSPT1",0.2429,-1.595,"NA","G1 to S phase transition 1"
8413,"MKS1",0.2428,-0.07,"NA","MKS transition zone complex subunit 1"
8414,"NRXN1",0.2428,0.03,"NA","neurexin 1"
8415,"TMC1",0.2427,-0.01,"NA","transmembrane channel like 1"
8416,"ASB13",0.2426,0.125,"NA","ankyrin repeat and SOCS box containing 13"
8417,"ZNF253",0.2426,-0.215,"TF","zinc finger protein 253"
8418,"OR8U9",0.2426,,,
8419,"ADAM23",0.2424,0,"NA","ADAM metallopeptidase domain 23"
8420,"WDR46",0.2423,-0.925,"NA","WD repeat domain 46"
8421,"CREBRF",0.2422,-0.015,"TF","CREB3 regulatory factor"
8422,"SLC30A4",0.2422,0.075,"NA","solute carrier family 30 member 4"
8423,"CAPZB",0.2421,-1.23,"NA","capping actin protein of muscle Z-line subunit beta"
8424,"HOXB4",0.242,-0.035,"TF","homeobox B4"
8425,"CDC37",0.2419,-1.24,"NA","cell division cycle 37"
8426,"CCZ1B",0.2418,-0.225,"NA","CCZ1 homolog B"
8427,"FAIM2",0.2418,0.02,"NA","Fas apoptotic inhibitory molecule 2"
8428,"KLK6",0.2418,0.04,"NA","kallikrein related peptidase 6"
8429,"A4GALT",0.2417,-0.085,"NA","alpha 1"
8430,"CALM1",0.2416,0.045,"NA","calmodulin 1"
8431,"MYNN",0.2416,-0.02,"TF","myoneurin"
8432,"DDX19A",0.2415,-0.45,"NA","DEAD-box helicase 19A"
8433,"UGT1A5",0.2415,-0.045,"NA","UDP glucuronosyltransferase family 1 member A5"
8434,"RBM18",0.2415,-0.21,"NA","RNA binding motif protein 18"
8435,"SEC14L4",0.2414,-0.08,"NA","SEC14 like lipid binding 4"
8436,"TCERG1L",0.2414,0.02,"NA","transcription elongation regulator 1 like"
8437,"CHRNA10",0.2413,-0.005,"NA","cholinergic receptor nicotinic alpha 10 subunit"
8438,"SEC16A",0.2412,-0.65,"NA","SEC16 homolog A"
8439,"CENPL",0.2412,-0.5,"NA","centromere protein L"
8440,"SDHD",0.2411,-0.65,"NA","succinate dehydrogenase complex subunit D"
8441,"TMEM252",0.2411,-0.02,"NA","transmembrane protein 252"
8442,"TBPL1",0.241,0.21,"TF","TATA-box binding protein like 1"
8443,"SDHAF1",0.2409,-0.33,"NA","succinate dehydrogenase complex assembly factor 1"
8444,"KLF3",0.2408,-0.025,"TF","Kruppel like factor 3"
8445,"ACER3",0.2408,0.105,"NA","alkaline ceramidase 3"
8446,"SUGP2",0.2408,-0.34,"NA","SURP and G-patch domain containing 2"
8447,"CCR6",0.2407,0.075,"NA","C-C motif chemokine receptor 6"
8448,"SMAD6",0.2407,-0.165,"TF","SMAD family member 6"
8449,"SCO1",0.2405,-0.245,"NA","synthesis of cytochrome C oxidase 1"
8450,"OR2D3",0.2404,0.1,"NA","olfactory receptor family 2 subfamily D member 3"
8451,"HFE",0.2403,0.04,"NA","homeostatic iron regulator"
8452,"ABCA1",0.2402,-0.01,"NA","ATP binding cassette subfamily A member 1"
8453,"SAR1B",0.24,-0.005,"NA","secretion associated Ras related GTPase 1B"
8454,"SAC3D1",0.24,-0.055,"NA","SAC3 domain containing 1"
8455,"NRCAM",0.2399,-0.02,"NA","neuronal cell adhesion molecule"
8456,"PPP1CA",0.2398,-0.72,"NA","NA"
8457,"CXorf65",0.2397,0.04,"NA","chromosome X open reading frame 65"
8458,"PSMD9",0.2397,-0.32,"ChroRemod","proteasome 26S subunit"
8459,"VPS13B",0.2397,0.095,"NA","vacuolar protein sorting 13 homolog B"
8460,"CLASP1",0.2397,,,
8461,"EPHA6",0.2396,0.085,"Kinase","EPH receptor A6"
8462,"VLDLR",0.2395,0.125,"NA","very low density lipoprotein receptor"
8463,"FCER1A",0.2395,0,"NA","Fc fragment of IgE receptor Ia"
8464,"TSPAN3",0.2394,0.12,"NA","tetraspanin 3"
8465,"BNIP3",0.2394,-0.22,"ChroRemod","BCL2 interacting protein 3"
8466,"OR10S1",0.2392,0.075,"NA","olfactory receptor family 10 subfamily S member 1"
8467,"OR10W1",0.2392,0.06,"NA","olfactory receptor family 10 subfamily W member 1"
8468,"GCNT1",0.2392,0.1,"NA","glucosaminyl (N-acetyl) transferase 1"
8469,"WWP2",0.2392,-0.115,"NA","WW domain containing E3 ubiquitin protein ligase 2"
8470,"YDJC",0.2391,0.05,"NA","YdjC chitooligosaccharide deacetylase homolog"
8471,"ZNF91",0.239,-0.355,"TF","zinc finger protein 91"
8472,"PCGF3",0.2389,0.005,"NA","polycomb group ring finger 3"
8473,"PPFIA2",0.2389,-0.07,"NA","PTPRF interacting protein alpha 2"
8474,"BYSL",0.2388,-1.195,"NA","bystin like"
8475,"CCDC88A",0.2388,-0.125,"TF","coiled-coil domain containing 88A"
8476,"RPL23A",0.2386,-1.455,"NA","ribosomal protein L23a"
8477,"TBRG4",0.2386,-0.15,"NA","transforming growth factor beta regulator 4"
8478,"PROB1",0.2385,-0.22,"NA","proline rich basic protein 1"
8479,"CDC14C",0.2385,,,
8480,"PWWP4",0.2384,,,
8481,"TGIF1",0.2384,-0.105,"TF","TGFB induced factor homeobox 1"
8482,"NCBP1",0.2384,-1.22,"NA","nuclear cap binding protein subunit 1"
8483,"CHN1",0.2383,0.105,"NA","chimerin 1"
8484,"OR6C3",0.2383,-0.08,"NA","olfactory receptor family 6 subfamily C member 3"
8485,"RET",0.2381,-0.11,"Kinase","ret proto-oncogene"
8486,"TSPAN33",0.2381,-0.06,"NA","tetraspanin 33"
8487,"EID2B",0.2381,-0.07,"NA","EP300 interacting inhibitor of differentiation 2B"
8488,"MIDEAS",0.238,,,
8489,"FYCO1",0.2379,-0.115,"NA","FYVE and coiled-coil domain autophagy adaptor 1"
8490,"WDR5B",0.2379,-0.14,"NA","WD repeat domain 5B"
8491,"ASAH2B",0.2378,-0.325,"NA","N-acylsphingosine amidohydrolase 2B"
8492,"FUT4",0.2378,-0.18,"NA","fucosyltransferase 4"
8493,"NDRG4",0.2377,-0.02,"NA","NDRG family member 4"
8494,"CIBAR1",0.2377,,,
8495,"APTX",0.2376,-0.06,"NA","aprataxin"
8496,"UBQLN3",0.2376,0.08,"NA","ubiquilin 3"
8497,"ALDH2",0.2376,-0.08,"NA","aldehyde dehydrogenase 2 family member"
8498,"RAC1",0.2375,-0.76,"NA","Rac family small GTPase 1"
8499,"CRYBB2",0.2374,0.095,"NA","crystallin beta B2"
8500,"CLMN",0.2373,0.045,"NA","calmin"
8501,"CMKLR1",0.2372,-0.04,"NA","chemerin chemokine-like receptor 1"
8502,"RNPS1",0.2372,-0.895,"NA","RNA binding protein with serine rich domain 1"
8503,"COX16",0.2372,-0.19,"NA","cytochrome c oxidase assembly factor COX16"
8504,"DOCK7",0.2371,-0.165,"NA","dedicator of cytokinesis 7"
8505,"DSCC1",0.2371,-0.315,"NA","DNA replication and sister chromatid cohesion 1"
8506,"DSC1",0.237,0.085,"NA","desmocollin 1"
8507,"FURIN",0.237,-0.17,"NA","furin"
8508,"CPA1",0.2369,0.03,"NA","carboxypeptidase A1"
8509,"PCDHA5",0.2369,0.04,"NA","protocadherin alpha 5"
8510,"IL13RA1",0.2368,0.015,"NA","interleukin 13 receptor subunit alpha 1"
8511,"PRR11",0.2367,-0.13,"NA","NA"
8512,"WDR73",0.2365,-0.51,"NA","WD repeat domain 73"
8513,"SYNPR",0.2365,-0.035,"NA","synaptoporin"
8514,"OLIG3",0.2364,-0.115,"TF","oligodendrocyte transcription factor 3"
8515,"CTSD",0.2364,0.165,"NA","cathepsin D"
8516,"ENAH",0.2364,-0.12,"NA","ENAH actin regulator"
8517,"NDUFV3",0.2363,-0.03,"NA","NADH:ubiquinone oxidoreductase subunit V3"
8518,"PTRH1",0.2363,-0.2,"NA","peptidyl-tRNA hydrolase 1 homolog"
