id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
Olfr1151,4,1.9672e-06,5.987e-06,0.123762,1,4,1.0,1.0,1.0,20642,0
Defb35,4,2.5917e-05,0.00010226,0.886202,2,3,0.72726,0.72714,1.0,14987,0
Glis2,4,7.775e-05,0.0003106,0.886202,3,3,0.23846,0.30106,0.998845,6096,1
Ttc7b,4,8.797e-05,0.00034509,0.886202,4,4,0.95574,0.95562,1.0,19727,0
Prlh,4,0.00012958,0.00051512,0.886202,5,2,0.55552,0.55501,0.998845,11471,1
Tmem176a,4,0.00015824,0.0006248,0.886202,6,4,0.99984,0.99984,1.0,20641,0
Mterf1b,4,0.00015824,0.0006248,0.886202,7,4,0.99984,0.99984,1.0,20640,0
Rnf217,4,0.00017524,0.00068227,0.886202,8,4,0.9982,0.9982,1.0,20608,0
Treh,4,0.00018141,0.00070023,0.886202,9,1,0.53664,0.53665,0.998845,11074,1
Gpc5,4,0.00018796,0.00072011,0.886202,10,4,0.99981,0.99981,1.0,20639,0
Ntsr1,4,0.0001989,0.00076418,0.886202,11,3,0.24394,0.30472,0.998845,6184,1
Hmbox1,4,0.00023324,0.00090451,0.886202,12,2,0.57661,0.57619,0.999706,11914,0
Oat,4,0.00024134,0.00093085,0.886202,13,2,0.1342,0.2157,0.998845,4271,2
Dtx1,4,0.00024551,0.00094378,0.886202,14,4,0.99975,0.99975,1.0,20638,0
Pdpr,4,0.00027677,0.0010559,0.886202,15,2,0.37353,0.39723,0.998845,8173,1
Gprc6a,4,0.00028506,0.0010832,0.886202,16,2,0.10294,0.17184,0.998845,3433,2
C1ql2,4,0.00029415,0.001122,0.886202,17,4,0.99971,0.99969,1.0,20637,0
Wdr77,4,0.00031715,0.0012043,0.886202,18,4,0.99968,0.99967,1.0,20636,0
Olfr816,4,0.00033688,0.0012743,0.886202,19,3,0.90074,0.90068,1.0,18529,0
Cps1,4,0.00035444,0.0013413,0.886202,20,3,0.80391,0.80376,1.0,16547,0
Uba7,4,0.0003728,0.0014194,0.886202,21,3,0.5023,0.50455,0.998845,10418,1
Akap2,4,0.00038869,0.0014716,0.886202,22,4,0.99883,0.99883,1.0,20621,0
1700106J16Rik,4,0.00038869,0.0014716,0.886202,23,3,0.02559,0.06075,0.998845,1191,1
Cngb1,4,0.00038871,0.0014716,0.886202,24,1,0.68572,0.68566,1.0,14120,0
SGR000122284.1_XPR003.1,1,0.00039524,0.00039921,0.886202,25,1,0.9996,0.99963,1.0,20635,0
Ngef,4,0.00041452,0.0015607,0.886202,26,3,0.87758,0.87745,1.0,18040,0
Tbc1d9,4,0.00041459,0.0015607,0.886202,27,4,0.99653,0.99652,1.0,20575,0
Hcls1,4,0.00044052,0.0016526,0.886202,28,2,0.093055,0.15803,0.998845,3173,1
Comtd1,4,0.0004416,0.001656,0.886202,29,3,0.52384,0.52455,0.998845,10824,1
Itm2a,4,0.0004416,0.001656,0.886202,30,3,0.83115,0.83107,1.0,17099,0
Xlr4b,4,0.0004559,0.0017173,0.886202,31,4,0.99954,0.99953,1.0,20634,0
Stag3,4,0.00049159,0.0018413,0.886202,32,4,0.99951,0.9995,1.0,20633,0
Nkx6-2,4,0.00049234,0.0018437,0.886202,33,2,0.79707,0.7969,1.0,16414,0
Tmod3,4,0.00050913,0.0018969,0.886202,34,4,0.98124,0.98117,1.0,20253,0
Vapa,4,0.00050913,0.0018969,0.886202,35,3,0.92489,0.92495,1.0,19039,0
Klrb1a,4,0.00050913,0.0018969,0.886202,36,3,0.0061541,0.017082,0.998845,326,1
Tm4sf4,4,0.00052718,0.0019745,0.886202,37,4,0.99947,0.99947,1.0,20632,0
Serpinb8,4,0.00053742,0.0020075,0.886202,38,3,0.78802,0.78786,1.0,16239,0
Ankef1,4,0.00054034,0.00202,0.886202,39,3,0.31987,0.35733,0.998845,7328,1
Rph3a,4,0.00054416,0.0020291,0.886202,40,2,0.92489,0.92495,1.0,19037,0
Armc8,4,0.00054516,0.0020334,0.886202,41,4,0.99945,0.99945,1.0,20631,0
Aoah,4,0.00055427,0.0020693,0.886202,42,4,0.99683,0.99683,1.0,20579,0
Fam196a,4,0.00055715,0.0020837,0.886202,43,1,0.46003,0.46743,0.998845,9630,0
Gm4858,4,0.00056539,0.0021235,0.886202,44,4,0.99157,0.99157,1.0,20479,0
Myo5b,4,0.00056754,0.002133,0.886202,45,4,0.97666,0.97674,1.0,20148,0
Ifi204,4,0.00059597,0.002224,0.886202,46,3,0.86434,0.86415,1.0,17795,0
Aldh1a3,4,0.00060883,0.0022734,0.886202,47,4,0.96698,0.96687,1.0,19946,0
Papd7,4,0.00062653,0.0023342,0.886202,48,4,0.98727,0.98721,1.0,20379,0
Vmn2r22,4,0.00064132,0.0023835,0.886202,49,2,0.59665,0.59642,1.0,12276,0
Got1l1,4,0.00064548,0.0023984,0.886202,50,2,0.48387,0.48808,0.998845,10059,1
D3Ertd751e,4,0.00064799,0.0024084,0.886202,51,4,0.9417,0.94163,1.0,19417,0
Zfp276,4,0.00064946,0.0024137,0.886202,52,3,0.66935,0.66929,1.0,13766,0
Prrx1,4,0.00067368,0.0024961,0.886202,53,2,0.023018,0.056937,0.998845,1098,2
Ric8b,4,0.00067368,0.0024961,0.886202,54,2,0.48595,0.48992,0.998845,10091,1
Mrps2,4,0.00069159,0.0025655,0.886202,55,4,0.98124,0.98117,1.0,20248,0
Slc6a20b,4,0.00069276,0.0025708,0.886202,56,3,0.8355,0.83539,1.0,17182,0
Arhgap9,4,0.00071437,0.0026553,0.886202,57,3,0.96038,0.96026,1.0,19805,0
Cdkn2b,4,0.0007514,0.0027763,0.886202,58,2,0.58552,0.58525,1.0,12078,0
Lrig2,4,0.00078493,0.0028903,0.886202,59,4,0.99922,0.99922,1.0,20630,0
Hace1,4,0.00078572,0.0028941,0.886202,60,3,0.13397,0.21537,0.998845,4261,1
Kptn,4,0.0008032,0.002953,0.886202,61,3,0.91264,0.91253,1.0,18800,0
Cep135,4,0.00080989,0.0029731,0.886202,62,4,0.99919,0.99919,1.0,20629,0
Akap9,4,0.00081149,0.0029774,0.886202,63,3,0.9229,0.92295,1.0,19004,0
Zfp954,4,0.0008159,0.0029937,0.886202,64,3,0.772,0.77184,1.0,15912,0
Cish,4,0.00084096,0.0030909,0.886202,65,3,0.61125,0.61102,1.0,12572,0
Zfp59,4,0.00084096,0.0030909,0.886202,66,3,0.92219,0.92224,1.0,18985,0
Lgals1,4,0.00086646,0.0031834,0.886202,67,2,0.99913,0.99914,1.0,20628,0
Sec63,4,0.00086971,0.0031963,0.886202,68,4,0.99913,0.99914,1.0,20627,0
Rin3,4,0.00090148,0.0033031,0.886202,69,3,0.93445,0.9344,1.0,19260,0
Scyl2,4,0.00090148,0.0033031,0.886202,70,4,0.99891,0.99891,1.0,20623,0
Oprm1,4,0.00090148,0.0033031,0.886202,71,4,0.99899,0.99899,1.0,20625,0
Rasal3,4,0.0009068,0.0033199,0.886202,72,1,0.10346,0.17261,0.998845,3444,1
Atoh8,4,0.00091325,0.0033438,0.886202,73,3,0.83243,0.83233,1.0,17127,0
Cox6b1,4,0.00095693,0.0035009,0.890546,74,3,0.8711,0.87092,1.0,17925,0
Cr1l,4,0.0009586,0.00351,0.890546,75,3,0.8509,0.85067,1.0,17494,0
Gm6406,4,0.00096374,0.0035244,0.890546,76,4,0.99904,0.99904,1.0,20626,0
Wbp1,4,0.00098474,0.0035986,0.896278,77,3,0.3281,0.36319,0.998845,7447,1
Fggy,4,0.0010104,0.0036849,0.906825,78,3,0.79334,0.7932,1.0,16342,0
Lgmn,4,0.001044,0.0038094,0.908786,79,2,0.50076,0.50313,0.998845,10385,1
Cep85,4,0.0010456,0.0038194,0.908786,80,4,0.99895,0.99895,1.0,20624,0
Slc35e3,4,0.0010478,0.0038247,0.908786,81,3,0.22099,0.28967,0.998845,5863,1
Cd226,4,0.0010622,0.0038798,0.911397,82,2,0.16441,0.25382,0.998845,5064,1
Asah1,4,0.0010864,0.0039741,0.920535,83,4,0.99891,0.99891,1.0,20622,0
Ucn2,4,0.0011004,0.0040268,0.920535,84,2,0.20525,0.27949,0.998845,5621,1
Rptn,4,0.0011444,0.0041801,0.920535,85,4,0.9802,0.9802,1.0,20227,0
Dlgap1,4,0.0011444,0.0041801,0.920535,86,3,0.87345,0.87329,1.0,17954,0
Rara,4,0.0011658,0.0042553,0.920535,87,2,0.44838,0.45745,0.998845,9432,1
Slc4a4,4,0.0011736,0.0042835,0.920535,88,3,0.33049,0.36496,0.998845,7484,1
Tbx15,4,0.0011853,0.0043271,0.920535,89,2,0.85653,0.85635,1.0,17622,0
Cachd1,4,0.0012151,0.004433,0.920535,90,4,0.99878,0.99878,1.0,20620,0
Slc39a6,4,0.0012167,0.0044378,0.920535,91,3,0.18672,0.26777,0.998845,5384,1
Olfr1226,4,0.0012167,0.0044378,0.920535,92,4,0.97189,0.97189,1.0,20048,0
Mbip,4,0.0012176,0.0044411,0.920535,93,3,0.80028,0.80013,1.0,16474,0
Tnni3k,4,0.0012694,0.0046155,0.920535,94,2,0.20094,0.27676,0.998845,5568,1
Dph7,4,0.0012829,0.0046634,0.920535,95,2,0.66911,0.66905,1.0,13763,0
Prss39,4,0.0012924,0.0046964,0.920535,96,3,0.6906,0.69048,1.0,14243,0
Gpr156,4,0.0012924,0.0046964,0.920535,97,3,0.8703,0.87011,1.0,17900,0
Dffa,4,0.0013017,0.004729,0.920535,98,2,0.8711,0.87092,1.0,17910,0
Ube2ql1,4,0.0013018,0.0047295,0.920535,99,3,0.98234,0.98228,1.0,20276,0
Armc9,4,0.0013211,0.0047984,0.920535,100,2,0.5027,0.50489,0.998845,10426,1
Lce1f,4,0.0013436,0.0048693,0.920535,101,3,0.90132,0.90127,1.0,18543,0
Abca14,4,0.0013506,0.0048971,0.920535,102,4,0.99865,0.99863,1.0,20619,0
Olfr742,4,0.0013988,0.0050757,0.920535,103,2,0.35104,0.38015,0.998845,7793,1
Dcaf12l2,4,0.0013988,0.0050757,0.920535,104,2,0.80624,0.8061,1.0,16620,0
Amy2a2,4,0.001414,0.0051265,0.920535,105,3,0.67091,0.67085,1.0,13800,0
Stk31,4,0.0014433,0.0052204,0.920535,106,2,0.44072,0.45107,0.998845,9298,1
Slc3a1,4,0.0014547,0.0052563,0.920535,107,4,0.99855,0.99853,1.0,20618,0
Cyp4f13,4,0.0014694,0.0053071,0.920535,108,2,0.18104,0.26422,0.998845,5303,1
Cutc,4,0.0014765,0.0053339,0.920535,109,3,0.19545,0.27328,0.998845,5498,1
Ankrd42,4,0.0015043,0.0054335,0.920535,110,3,0.9985,0.99847,1.0,20617,0
4930415O20Rik,4,0.0015129,0.005468,0.920535,111,3,0.46083,0.4681,0.998845,9645,1
Gtf2a1l,4,0.0015405,0.0055657,0.920535,112,2,0.057423,0.10708,0.998845,2133,1
E130311K13Rik,4,0.0015405,0.0055657,0.920535,113,4,0.97786,0.97794,1.0,20177,0
Gm4305,4,0.0015534,0.0056103,0.920535,114,4,0.99845,0.99842,1.0,20616,0
Vmn2r92,4,0.0015534,0.0056103,0.920535,115,4,0.99845,0.99842,1.0,20615,0
Chd1l,4,0.0015542,0.0056112,0.920535,116,2,0.45611,0.46405,0.998845,9554,1
Wdr93,4,0.0015611,0.0056332,0.920535,117,3,0.92847,0.92853,1.0,19141,0
Zim1,4,0.0015611,0.0056332,0.920535,118,4,0.99323,0.99322,1.0,20507,0
Elp4,4,0.00158,0.0056998,0.920535,119,1,0.85444,0.85423,1.0,17571,0
Etaa1,4,0.0015965,0.0057597,0.920535,120,4,0.99521,0.99518,1.0,20556,0
SGR000122161.1_XPR003.1,1,0.0016004,0.0015813,0.886202,121,1,0.9984,0.99844,1.0,20614,0
Ttll5,4,0.0016008,0.0057741,0.920535,122,3,0.58131,0.58093,1.0,11993,0
Fpr-rs3,4,0.001656,0.0059652,0.920535,123,3,0.81512,0.81496,1.0,16787,0
1810043G02Rik,4,0.001656,0.0059652,0.920535,124,4,0.93759,0.93753,1.0,19321,0
Wdr61,4,0.0016708,0.0060116,0.920535,125,4,0.99833,0.99832,1.0,20612,0
Olfr1284,4,0.0016708,0.0060116,0.920535,126,4,0.99833,0.99832,1.0,20613,0
Fibp,4,0.0016708,0.0060116,0.920535,127,4,0.99833,0.99832,1.0,20611,0
1700025F22Rik,4,0.0016889,0.0060787,0.923959,128,3,0.90707,0.90698,1.0,18669,0
Epg5,4,0.0017087,0.0061438,0.9242,129,3,0.99829,0.99829,1.0,20610,0
Nkx1-1,4,0.0017161,0.0061697,0.9242,130,3,0.078663,0.13753,0.998845,2760,1
Rmnd5b,4,0.0017658,0.0063474,0.925364,131,3,0.77938,0.77913,1.0,16062,0
Plcl2,4,0.0017658,0.0063474,0.925364,132,4,0.98571,0.98564,1.0,20337,0
Prl8a1,4,0.0017682,0.0063593,0.925364,133,3,0.99823,0.99823,1.0,20609,0
Rfng,4,0.0017767,0.0063862,0.925364,134,3,0.99688,0.99688,1.0,20581,0
Gm20852,4,0.0017871,0.0064259,0.925364,135,3,0.81832,0.81819,1.0,16848,0
F2rl2,4,0.0017938,0.006446,0.925364,136,3,0.29201,0.33746,0.998845,6918,1
D430019H16Rik,4,0.0018226,0.0065394,0.932298,137,3,0.86629,0.86609,1.0,17823,0
Plekhf2,4,0.0018389,0.0066022,0.933783,138,3,0.71973,0.71958,1.0,14840,0
Gm17359,4,0.0018734,0.0067243,0.933783,139,3,0.20828,0.28148,0.998845,5672,1
Sfswap,4,0.0018752,0.0067305,0.933783,140,4,0.97127,0.97124,1.0,20029,0
Olfr869,4,0.0018752,0.0067305,0.933783,141,4,0.93863,0.93853,1.0,19350,0
Ankmy1,4,0.0018906,0.0067899,0.935743,142,2,0.75041,0.75029,1.0,15467,0
6330416G13Rik,4,0.0019163,0.0068795,0.941807,143,4,0.99808,0.99808,1.0,20607,0
Olfr57,4,0.0019424,0.006971,0.948052,144,2,0.49413,0.49715,0.998845,10259,1
SGR000122111.1_XPR003.1,1,0.0019503,0.0019146,0.886202,145,1,0.99805,0.99807,1.0,20606,0
Cpt1a,4,0.0019942,0.0071559,0.962807,146,1,0.39911,0.41729,0.998845,8600,1
Vmn1r193,4,0.0019984,0.0071726,0.962807,147,3,0.73022,0.73009,1.0,15043,0
Shprh,4,0.002041,0.007335,0.974775,148,4,0.99796,0.99796,1.0,20605,0
Olfr1513,4,0.0020718,0.0074509,0.974775,149,4,0.98182,0.98175,1.0,20263,0
Proser2,4,0.002115,0.0076046,0.974775,150,2,0.51658,0.51766,0.998845,10682,0
Fez2,4,0.0021218,0.0076295,0.974775,151,3,0.47183,0.47751,0.998845,9844,1
Mtnr1b,4,0.0021218,0.0076295,0.974775,152,3,0.81161,0.81147,1.0,16703,0
Aspscr1,4,0.0021218,0.0076295,0.974775,153,3,0.84188,0.8417,1.0,17309,0
Polrmt,4,0.0021324,0.0076635,0.974775,154,3,0.99787,0.99786,1.0,20604,0
Rnf216,4,0.0021494,0.0077316,0.974775,155,4,0.98727,0.98721,1.0,20375,0
Ube2s,4,0.0021538,0.0077464,0.974775,156,2,0.87277,0.8726,1.0,17941,0
1700001C19Rik,4,0.0021821,0.0078479,0.974775,157,4,0.99782,0.99782,1.0,20603,0
Gnpda1,4,0.0022012,0.0079121,0.974775,158,3,0.7452,0.74505,1.0,15368,0
Rps6kl1,4,0.0022174,0.0079792,0.974775,159,3,0.62819,0.62812,1.0,12918,0
Ube2g1,4,0.0022496,0.0080984,0.974775,160,4,0.97266,0.97265,1.0,20069,0
Mapk1ip1l,4,0.0022529,0.0081085,0.974775,161,3,0.75539,0.75531,1.0,15560,0
Pcdhgb1,4,0.0022558,0.0081171,0.974775,162,4,0.99774,0.99775,1.0,20602,0
Klhl20,4,0.002269,0.0081612,0.974775,163,4,0.99773,0.99773,1.0,20601,0
Abracl,4,0.0022746,0.0081784,0.974775,164,4,0.99773,0.99773,1.0,20600,0
Fgr,4,0.0023047,0.0082857,0.974775,165,1,0.034491,0.073892,0.998845,1449,2
Gm11559,4,0.0023048,0.0082857,0.974775,166,3,0.75419,0.75411,1.0,15539,0
Zfp383,4,0.0023309,0.0083781,0.974775,167,3,0.83212,0.83202,1.0,17123,0
Gprc5d,4,0.0023309,0.0083781,0.974775,168,3,0.91937,0.91934,1.0,18924,0
Sbsn,4,0.0023309,0.0083781,0.974775,169,3,0.92847,0.92853,1.0,19145,0
Ascc3,4,0.0023362,0.0083935,0.974775,170,4,0.99766,0.99765,1.0,20599,0
Slco4a1,4,0.0023823,0.0085515,0.982096,171,3,0.90831,0.9082,1.0,18712,0
Tmem117,4,0.0023823,0.0085515,0.982096,172,1,0.33075,0.36516,0.998845,7487,1
SGR000121840.1_XPR003.1,1,0.0024427,0.0024271,0.886202,173,1,0.99756,0.99758,1.0,20598,0
Vti1b,4,0.0024454,0.0087723,0.985722,174,4,0.94456,0.94447,1.0,19475,0
Sirt6,4,0.0024858,0.0089179,0.985722,175,1,0.074719,0.13192,0.998845,2640,2
Lmnb1,4,0.0024858,0.0089179,0.985722,176,2,0.089423,0.15288,0.998845,3064,2
Smarcd2,4,0.0024981,0.0089601,0.985722,177,4,0.9975,0.99747,1.0,20596,0
Oxgr1,4,0.0024981,0.0089601,0.985722,178,4,0.9975,0.99747,1.0,20597,0
Pa2g4,4,0.0024981,0.0089601,0.985722,179,4,0.9975,0.99747,1.0,20595,0
Smarcd3,4,0.0025232,0.0090372,0.985722,180,3,0.16721,0.25554,0.998845,5103,1
Mybphl,4,0.0025303,0.0090602,0.985722,181,3,0.90831,0.9082,1.0,18702,0
Svopl,4,0.0025303,0.0090602,0.985722,182,3,0.58843,0.58817,1.0,12132,0
Susd1,4,0.002568,0.0091866,0.985722,183,4,0.99743,0.9974,1.0,20594,0
Xylt2,4,0.0025695,0.0091909,0.985722,184,4,0.99743,0.9974,1.0,20593,0
Igfn1,4,0.0025892,0.0092618,0.985722,185,2,0.582,0.58166,1.0,12007,0
Arid3c,4,0.0025892,0.0092618,0.985722,186,2,0.6377,0.63755,1.0,13124,0
Mrgprh,4,0.0026592,0.0094908,0.985722,187,4,0.97317,0.97315,1.0,20073,0
Dhx30,4,0.0026592,0.0094908,0.985722,188,4,0.95051,0.9504,1.0,19617,0
Pggt1b,4,0.0026668,0.0095094,0.985722,189,2,0.69814,0.69799,1.0,14407,0
Esrra,4,0.0027186,0.0096823,0.985722,190,2,0.68163,0.68159,1.0,14024,0
Chst13,4,0.002736,0.0097403,0.985722,191,2,0.52685,0.52739,0.998845,10873,1
Olfr561,4,0.0027501,0.0097906,0.985722,192,3,0.36204,0.38848,0.998845,7976,1
Cth,4,0.0027703,0.0098658,0.985722,193,2,0.85984,0.85954,1.0,17689,0
Zfp763,4,0.0027788,0.0098945,0.985722,194,4,0.99722,0.9972,1.0,20592,0
Gm20831,4,0.0027927,0.0099391,0.985722,195,4,0.99721,0.99719,1.0,20591,0
Gm19668,4,0.0028069,0.0099889,0.985722,196,3,0.99719,0.99718,1.0,20590,0
Gjd2,4,0.002822,0.010035,0.985722,197,2,0.33881,0.37103,0.998845,7607,1
Gm6710,4,0.0028667,0.010185,0.985722,198,4,0.99713,0.99712,1.0,20588,0
Olfr981,4,0.0028667,0.010185,0.985722,199,4,0.99713,0.99712,1.0,20587,0
Dlg5,4,0.0028667,0.010185,0.985722,200,4,0.99713,0.99712,1.0,20589,0
Olfr502,4,0.0028737,0.010207,0.985722,201,3,0.8846,0.8845,1.0,18172,0
Gm5415,4,0.0028968,0.010287,0.985722,202,3,0.9971,0.9971,1.0,20586,0
Cldn13,4,0.0029212,0.010371,0.985722,203,3,0.20544,0.27963,0.998845,5626,1
Ago3,4,0.0029212,0.010371,0.985722,204,3,0.91697,0.91693,1.0,18884,0
Rad23a,4,0.0029212,0.010371,0.985722,205,4,0.96271,0.96262,1.0,19862,0
Skap2,4,0.0029513,0.010473,0.985722,206,4,0.95368,0.95355,1.0,19688,0
Emp2,4,0.0029513,0.010473,0.985722,207,2,0.12844,0.2076,0.998845,4100,2
Gtpbp8,4,0.0030084,0.010677,0.985722,208,3,0.7653,0.76512,1.0,15784,0
Cryaa,4,0.0030116,0.010689,0.985722,209,2,0.2726,0.3241,0.998845,6617,1
Rimkla,4,0.0030216,0.010721,0.985722,210,3,0.90077,0.90071,1.0,18530,0
Arid4b,4,0.0030216,0.010721,0.985722,211,4,0.97835,0.9784,1.0,20183,0
Sdha,4,0.0030216,0.010721,0.985722,212,3,0.88036,0.88028,1.0,18092,0
1700034J05Rik,4,0.0030289,0.01074,0.985722,213,3,0.81656,0.81642,1.0,16816,0
Ndufb3,4,0.0030555,0.010831,0.985722,214,4,0.99694,0.99694,1.0,20585,0
Lmbr1,4,0.0030555,0.010831,0.985722,215,4,0.99694,0.99694,1.0,20584,0
SGR000122270.1_XPR003.1,1,0.0030583,0.003022,0.886202,216,1,0.99694,0.99699,1.0,20583,0
SGR000121515.1_XPR003.1,1,0.0030583,0.003022,0.886202,217,1,0.99694,0.99699,1.0,20582,0
Olfr305,4,0.0031323,0.01109,0.985722,218,1,0.037017,0.077653,0.998845,1528,2
Ripply2,4,0.0031427,0.011134,0.985722,219,4,0.99686,0.99686,1.0,20580,0
Crisp2,4,0.0031731,0.011252,0.985722,220,4,0.99683,0.99683,1.0,20578,0
Ifi44,4,0.003184,0.011294,0.985722,221,3,0.88746,0.8874,1.0,18224,0
Rbks,4,0.0031922,0.011323,0.985722,222,3,0.44537,0.45495,0.998845,9386,1
Csn1s1,4,0.0031922,0.011323,0.985722,223,3,0.92355,0.92363,1.0,19017,0
Slc24a1,4,0.0032358,0.011466,0.985722,224,3,0.50055,0.50294,0.998845,10382,1
Pus7,4,0.003257,0.01155,0.985722,225,4,0.99674,0.99673,1.0,20577,0
Mtl5,4,0.0032875,0.011655,0.985722,226,1,0.14185,0.22638,0.998845,4495,1
Alox15,4,0.0032989,0.011689,0.985722,227,4,0.98868,0.98867,1.0,20409,0
Slc16a4,4,0.0033392,0.011822,0.985722,228,2,0.073583,0.13031,0.998845,2603,1
Mov10l1,4,0.0033524,0.011871,0.985722,229,4,0.99665,0.99664,1.0,20576,0
Gm1527,4,0.0033623,0.011906,0.985722,230,2,0.86913,0.86894,1.0,17878,0
Pinlyp,4,0.0033623,0.011906,0.985722,231,3,0.78339,0.78324,1.0,16142,0
Bend3,4,0.0033808,0.011962,0.985722,232,3,0.019425,0.049421,0.998845,951,1
Ica1l,4,0.0033808,0.011962,0.985722,233,4,0.99436,0.99435,1.0,20540,0
2014-09-01 00:00:00,4,0.0033808,0.011962,0.985722,234,3,0.92368,0.92376,1.0,19019,0
Mtx1,4,0.0033909,0.011996,0.985722,235,3,0.49715,0.49984,0.998845,10322,1
Lect2,4,0.0034426,0.012173,0.985722,236,3,0.93348,0.93346,1.0,19243,0
Siae,4,0.0034739,0.012282,0.985722,237,4,0.99653,0.99652,1.0,20574,0
Cmtr2,4,0.0034739,0.012282,0.985722,238,4,0.99653,0.99652,1.0,20573,0
Fam229a,4,0.0034791,0.012302,0.985722,239,3,0.99652,0.99651,1.0,20572,0
C130074G19Rik,4,0.0034943,0.01235,0.985722,240,3,0.049115,0.095052,0.998845,1878,1
9130409I23Rik,4,0.0034954,0.012352,0.985722,241,2,0.84864,0.84843,1.0,17449,0
Vmn1r43,4,0.0034954,0.012352,0.985722,242,3,0.66704,0.66697,1.0,13719,0
P3h2,4,0.0035151,0.012413,0.985722,243,3,0.25396,0.31151,0.998845,6327,1
Xkr9,4,0.003546,0.012518,0.985722,244,2,0.022024,0.055444,0.998845,1068,2
SGR000122287.1_XPR003.1,1,0.0035896,0.0035325,0.890546,245,1,0.99641,0.99647,1.0,20571,0
Tmem225,4,0.0035977,0.012683,0.985722,246,3,0.92097,0.92098,1.0,18957,0
Lhb,4,0.0036439,0.01284,0.985722,247,3,0.2663,0.31979,0.998845,6519,1
Lgi1,4,0.0036494,0.01286,0.985722,248,3,0.69118,0.69106,1.0,14253,0
Kif18a,4,0.0036999,0.013035,0.985722,249,4,0.9963,0.99627,1.0,20570,0
Kcnip2,4,0.0036999,0.013035,0.985722,250,4,0.9963,0.99627,1.0,20569,0
Casq2,4,0.0037011,0.013037,0.985722,251,2,0.67185,0.67183,1.0,13822,0
St3gal6,4,0.0037165,0.013092,0.985722,252,3,0.068777,0.12348,0.998845,2472,1
Emp3,4,0.0037786,0.013302,0.985722,253,3,0.15252,0.24114,0.998845,4784,1
Ift57,4,0.0037786,0.013302,0.985722,254,4,0.99104,0.99102,1.0,20464,0
Mpp7,4,0.0037929,0.013343,0.985722,255,3,0.99621,0.99617,1.0,20568,0
Gm4787,4,0.0038069,0.013391,0.985722,256,3,0.86121,0.86091,1.0,17718,0
Rnase13,4,0.0038069,0.013391,0.985722,257,4,0.99578,0.99573,1.0,20564,0
Galnt2,4,0.0038144,0.013416,0.985722,258,3,0.68588,0.68581,1.0,14126,0
Nfatc4,4,0.0038244,0.01345,0.985722,259,1,0.73418,0.73401,1.0,15113,0
Fbxw22,4,0.003882,0.013634,0.985722,260,4,0.98727,0.98721,1.0,20380,0
Ccar2,4,0.003882,0.013634,0.985722,261,2,0.10004,0.16776,0.998845,3355,2
Pgbd5,4,0.0038866,0.013653,0.985722,262,2,0.68514,0.68509,1.0,14106,0
Tagln,4,0.0039177,0.013749,0.985722,263,3,0.39525,0.41418,0.998845,8529,1
Vgf,4,0.0039555,0.013876,0.985722,264,4,0.99604,0.996,1.0,20567,0
Cars2,4,0.0039555,0.013876,0.985722,265,4,0.99604,0.996,1.0,20565,0
Vkorc1l1,4,0.0039555,0.013876,0.985722,266,4,0.99604,0.996,1.0,20566,0
Ppp2r2b,4,0.0039595,0.013891,0.985722,267,4,0.98903,0.98901,1.0,20424,0
Tfip11,4,0.0039769,0.013951,0.985722,268,3,0.80624,0.8061,1.0,16578,0
Btbd2,4,0.0039769,0.013951,0.985722,269,2,0.3921,0.41167,0.998845,8479,1
Kcnh8,4,0.0040112,0.014075,0.985722,270,2,0.30354,0.34558,0.998845,7105,1
Olfr411,4,0.0040447,0.014185,0.985722,271,3,0.71979,0.71964,1.0,14841,0
Polr3g,4,0.0040447,0.014185,0.985722,272,3,0.45041,0.45916,0.998845,9466,1
Shmt2,4,0.0040447,0.014185,0.985722,273,4,0.96973,0.96964,1.0,20010,0
Mdm1,4,0.0040628,0.01425,0.985722,274,2,0.080299,0.13985,0.998845,2800,2
Baz2a,4,0.0041321,0.014484,0.985722,275,2,0.86853,0.86833,1.0,17866,0
Mest,4,0.0041365,0.0145,0.985722,276,3,0.4708,0.47661,0.998845,9822,1
Olfr70,4,0.0041404,0.014512,0.985722,277,3,0.89001,0.88993,1.0,18279,0
Oprk1,4,0.0041404,0.014512,0.985722,278,3,0.21849,0.2881,0.998845,5829,1
Kl,4,0.0041546,0.014549,0.985722,279,4,0.96973,0.96964,1.0,20002,0
9230112D13Rik,4,0.0041546,0.014549,0.985722,280,4,0.98797,0.98797,1.0,20398,0
Dlc1,4,0.0041546,0.014549,0.985722,281,2,0.44746,0.4567,0.998845,9417,1
Sult1c2,4,0.0041599,0.01457,0.985722,282,3,0.32701,0.36239,0.998845,7432,1
Ckb,4,0.0042179,0.014775,0.985722,283,3,0.26237,0.31716,0.998845,6465,1
Hspa14,4,0.0042638,0.014925,0.985722,284,3,0.81435,0.8142,1.0,16772,0
Mecr,4,0.0042695,0.014942,0.985722,285,4,0.98797,0.98797,1.0,20396,0
Olfr437,4,0.0042897,0.015012,0.985722,286,2,0.33174,0.36587,0.998845,7506,1
Mre11a,4,0.0042979,0.01504,0.985722,287,3,0.29389,0.33876,0.998845,6951,1
Sync,4,0.0042979,0.01504,0.985722,288,3,0.59319,0.59296,1.0,12214,0
