id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
Prss39,4,0.45079,0.60195,0.999686,12377,1,0.052391,0.14505,0.97557,3066,2
Hcn4,4,0.45087,0.60202,0.999686,12378,1,0.28196,0.48288,0.992233,10059,3
Arf6,4,0.45102,0.60214,0.999686,12379,2,0.17462,0.33878,0.989518,6962,1
Ms4a6c,4,0.45111,0.60223,0.999686,12380,2,0.21976,0.40131,0.989518,8324,2
Olfr1116,4,0.45114,0.60226,0.999686,12382,2,0.041693,0.11878,0.974028,2495,2
Tiam2,4,0.45114,0.60226,0.999686,12381,2,0.76873,0.83378,0.999686,17093,1
Htr5b,4,0.45118,0.60228,0.999686,12383,1,0.085149,0.20441,0.979063,4296,3
P2ry12,4,0.45124,0.60234,0.999686,12384,2,0.13801,0.2856,0.989518,5948,2
Hiat1,4,0.45129,0.60237,0.999686,12385,2,0.53485,0.68577,0.999686,14105,2
Atp4b,4,0.45145,0.60249,0.999686,12387,1,0.25157,0.44376,0.989518,9252,3
Ppp1r3a,4,0.45145,0.60249,0.999686,12386,1,0.10555,0.2365,0.982666,4965,3
Zfp1,4,0.4516,0.6026,0.999686,12388,1,0.3196,0.52355,0.996229,10857,2
Ap3s1,4,0.45164,0.60265,0.999686,12389,1,0.17907,0.34513,0.989518,7099,3
Srrm1,4,0.45167,0.60268,0.999686,12390,2,0.49862,0.65816,0.999686,13592,1
Hsd11b1,4,0.45172,0.60273,0.999686,12391,1,0.015027,0.047061,0.961987,1007,3
Dnlz,4,0.45175,0.60274,0.999686,12392,2,0.93604,0.93538,0.999686,19179,0
Olfr1301,4,0.45175,0.60274,0.999686,12393,1,0.17782,0.34339,0.989518,7065,2
Trim31,4,0.45185,0.60282,0.999686,12394,2,0.23803,0.42581,0.989518,8864,2
Bpifb3,4,0.45189,0.60285,0.999686,12396,1,0.20767,0.3848,0.989518,7963,3
Calcb,4,0.45189,0.60285,0.999686,12397,1,0.42744,0.60438,0.998713,12509,2
Elovl3,4,0.45189,0.60285,0.999686,12395,1,0.10646,0.23789,0.982666,4997,3
Itga8,4,0.45193,0.60289,0.999686,12398,2,0.8935,0.89987,0.999686,18454,1
SGR000121397.1_XPR003.1,1,0.45193,0.60289,0.999686,12400,0,0.54807,0.69577,0.999686,14302,0
Tmem106a,4,0.45193,0.60289,0.999686,12399,2,0.017918,0.055352,0.966668,1174,2
Tm6sf1,4,0.452,0.60295,0.999686,12401,2,0.49258,0.65354,0.999686,13511,1
Agap2,4,0.45212,0.60305,0.999686,12402,2,0.42285,0.60091,0.998526,12439,2
Trpc1,4,0.45212,0.60305,0.999686,12403,2,0.5036,0.66197,0.999686,13659,2
Ifnar2,4,0.45217,0.6031,0.999686,12405,2,0.87036,0.88471,0.999686,18134,1
Cachd1,4,0.45217,0.60309,0.999686,12404,2,0.039323,0.11279,0.974028,2361,2
Pmp2,4,0.45224,0.60316,0.999686,12406,1,0.2075,0.38456,0.989518,7957,2
Papolg,4,0.45226,0.60318,0.999686,12409,2,0.38443,0.57194,0.996996,11822,2
Ctsg,4,0.45226,0.60318,0.999686,12407,2,0.2125,0.39142,0.989518,8115,2
Bhmt2,4,0.45226,0.60318,0.999686,12408,2,0.57261,0.71471,0.999686,14698,2
Prr9,4,0.45238,0.60329,0.999686,12410,2,0.17305,0.33655,0.989518,6927,2
Tbc1d17,4,0.45242,0.60333,0.999686,12411,1,0.22126,0.40333,0.989518,8373,3
Slc6a17,4,0.45247,0.60337,0.999686,12412,2,0.18764,0.35715,0.989518,7341,2
Cnot6l,4,0.4525,0.60339,0.999686,12413,1,0.1029,0.23231,0.982666,4876,3
Pkn3,4,0.45258,0.60347,0.999686,12414,2,0.69389,0.80529,0.999686,16520,1
Rab3d,4,0.45258,0.60347,0.999686,12415,1,0.13872,0.28664,0.989518,5970,3
Det1,4,0.45264,0.60353,0.999686,12416,2,0.2928,0.49665,0.993596,10320,2
SGR000122250.1_XPR003.1,1,0.45269,0.60357,0.999686,12417,0,0.54731,0.69522,0.999686,14288,0
Vmn2r74,4,0.45274,0.60361,0.999686,12418,1,0.18222,0.34963,0.989518,7194,3
Scn3b,4,0.45281,0.60366,0.999686,12419,2,0.60567,0.7406,0.999686,15218,1
Gm136,4,0.45295,0.60379,0.999686,12420,1,0.19231,0.36369,0.989518,7481,3
Nrd1,4,0.45304,0.60387,0.999686,12422,2,0.38954,0.57579,0.996996,11913,2
Zfp189,4,0.45304,0.60387,0.999686,12421,2,0.3801,0.56865,0.996996,11753,2
Orai1,4,0.45311,0.60393,0.999686,12423,2,0.23671,0.4241,0.989518,8818,2
Myh15,4,0.45317,0.60398,0.999686,12424,1,0.034241,0.099714,0.974028,2090,3
SGR000122011.1_XPR003.1,1,0.45322,0.60403,0.999686,12425,0,0.54678,0.69482,0.999686,14285,0
Pcdhb20,4,0.45324,0.60405,0.999686,12426,2,0.93495,0.93431,0.999686,19159,1
SGR000121482.1_XPR003.1,1,0.45326,0.60406,0.999686,12427,0,0.54674,0.69479,0.999686,14283,0
1700029I15Rik,4,0.45338,0.60417,0.999686,12429,1,0.23047,0.41569,0.989518,8654,3
4930544D05Rik,4,0.45338,0.60417,0.999686,12428,1,0.073459,0.18566,0.979063,3874,3
Spata31d1d,4,0.45344,0.60422,0.999686,12430,1,0.23413,0.42062,0.989518,8750,3
Avil,4,0.45366,0.60438,0.999686,12431,2,0.27513,0.47415,0.990543,9890,2
Atp10a,4,0.45372,0.60442,0.999686,12432,1,0.28463,0.4863,0.993424,10118,3
