id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
Arl5c,4,0.0031646,0.011219,0.707091,323,4,0.96516,1.0,19563,0
Mrpl18,4,0.0032099,0.011381,0.711959,324,4,0.99679,1.0,20500,0
Gramd1b,4,0.0032112,0.011387,0.711959,325,4,0.94271,1.0,18977,0
Rtn4rl1,4,0.0032155,0.0114,0.711959,326,3,0.77784,1.0,15620,0
Tmem54,4,0.003236,0.011466,0.712357,327,4,0.94847,1.0,19127,0
Upp1,4,0.0032617,0.01157,0.712357,328,1,0.44059,1.0,8855,1
Oip5,4,0.0032673,0.011589,0.712357,329,4,0.99672,1.0,20499,0
Rft1,4,0.0032673,0.011589,0.712357,330,4,0.99672,1.0,20497,0
Mlst8,4,0.0032673,0.011589,0.712357,331,4,0.99672,1.0,20498,0
Ndufa8,4,0.003275,0.011613,0.712357,332,3,0.66477,1.0,13369,1
Foxr2,4,0.0033122,0.011734,0.713497,333,3,0.59035,1.0,11922,1
Tpt1,4,0.003322,0.011767,0.713497,334,4,0.99667,1.0,20496,0
Tmem117,4,0.0033237,0.011772,0.713497,335,3,0.79433,1.0,15909,0
Brox,4,0.0033628,0.011906,0.713497,336,2,0.75591,1.0,15190,0
Traf3ip1,4,0.0034133,0.012072,0.713497,337,3,0.53942,1.0,10912,1
Nkx3-2,4,0.003427,0.012121,0.713497,338,3,0.28438,0.995774,5786,1
Ccdc115,4,0.003427,0.012121,0.713497,339,4,0.99465,1.0,20434,0
Wbscr16,4,0.003427,0.012121,0.713497,340,3,0.71869,1.0,14444,0
Slc30a9,4,0.003427,0.012121,0.713497,341,3,0.9042,1.0,18133,0
Pirb,4,0.003427,0.012121,0.713497,342,3,0.44075,1.0,8860,1
Dctn2,4,0.0034596,0.012227,0.713497,343,4,0.99653,1.0,20495,0
Dnm1l,4,0.0034653,0.012251,0.713497,344,3,0.91294,1.0,18319,0
Zfp957,4,0.0034653,0.012251,0.713497,345,3,0.31248,1.0,6309,1
Zc2hc1b,4,0.0034983,0.012362,0.713497,346,4,0.94645,1.0,19070,0
Kdm8,4,0.0034984,0.012362,0.713497,347,4,0.99649,1.0,20494,0
Zfp286,4,0.0035143,0.012409,0.713497,348,3,0.8121,1.0,16274,0
Coq2,4,0.0035143,0.012409,0.713497,349,3,0.8401,1.0,16826,0
Zfp704,4,0.0035143,0.012409,0.713497,350,3,0.17513,0.97058,3637,1
Gltpd2,4,0.0035181,0.012422,0.713497,351,4,0.98728,1.0,20176,0
Vma21,4,0.003542,0.0125,0.713497,352,4,0.98692,1.0,20170,0
Adtrp,4,0.0035702,0.012592,0.713497,353,3,0.65225,1.0,13096,1
Chtf8,4,0.0035852,0.012644,0.713497,354,4,0.99639,1.0,20493,0
Timm50,4,0.0035874,0.012651,0.713497,355,4,0.99639,1.0,20492,0
Tmem258,4,0.0036143,0.012741,0.713497,356,4,0.971,1.0,19709,0
Hsd17b10,4,0.0036143,0.012741,0.713497,357,4,0.99634,1.0,20490,0
Qrsl1,4,0.0036143,0.012741,0.713497,358,4,0.9857,1.0,20134,0
Ccno,4,0.0036152,0.012742,0.713497,359,1,0.40031,1.0,8082,1
Nudc,4,0.0036381,0.012823,0.713497,360,4,0.99634,1.0,20491,0
Gm5595,4,0.0036381,0.012823,0.713497,361,4,0.99634,1.0,20489,0
Gfer,4,0.0036381,0.012823,0.713497,362,4,0.99634,1.0,20488,0
Kat8,4,0.0036381,0.012823,0.713497,363,4,0.99634,1.0,20487,0
Pomk,4,0.0036441,0.01284,0.713497,364,3,0.77231,1.0,15503,0
Trappc6a,4,0.0036441,0.01284,0.713497,365,3,0.34759,1.0,7002,1
BC100530,4,0.0036441,0.01284,0.713497,366,2,0.92568,1.0,18591,0
Trub2,4,0.0036657,0.012914,0.713789,367,4,0.99177,1.0,20323,0
Ripply1,4,0.0036924,0.013007,0.713789,368,4,0.99628,1.0,20486,0
Dhps,4,0.0037,0.013036,0.713789,369,4,0.99627,1.0,20485,0
Nkd2,4,0.0037079,0.013059,0.713789,370,3,0.054766,0.918359,1181,1
Ehd1,4,0.0037126,0.013077,0.713789,371,4,0.99626,1.0,20484,0
Mrpl45,4,0.0037255,0.01312,0.713789,372,4,0.99624,1.0,20483,0
1700007K13Rik,4,0.0037667,0.013257,0.713789,373,3,0.85442,1.0,17091,0
Snrnp25,4,0.0037667,0.013257,0.713789,374,3,0.65612,1.0,13172,1
Peo1,4,0.0037667,0.013257,0.713789,375,4,0.98942,1.0,20241,0
Pmm2,4,0.00378,0.013305,0.713789,376,4,0.99619,1.0,20482,0
Tmem18,4,0.0037926,0.013343,0.713789,377,2,0.77063,1.0,15469,0
Tmem147,4,0.003806,0.013387,0.713789,378,4,0.99359,1.0,20388,0
Fblim1,4,0.003855,0.013552,0.713789,379,4,0.98063,1.0,19982,0
Pdxdc1,4,0.003855,0.013552,0.713789,380,3,0.42613,1.0,8556,1
Olfr1012,4,0.0038677,0.013584,0.713789,381,2,0.70206,1.0,14097,1
Tsen34,4,0.0038727,0.013605,0.713789,382,4,0.99609,1.0,20478,0
Ppp1r32,4,0.0038727,0.013605,0.713789,383,4,0.99609,1.0,20479,0
Dr1,4,0.0038727,0.013605,0.713789,384,4,0.99609,1.0,20481,0
Emc1,4,0.0038727,0.013605,0.713789,385,4,0.99609,1.0,20477,0
Med24,4,0.0038727,0.013605,0.713789,386,4,0.99609,1.0,20480,0
Lmna,4,0.0039062,0.01371,0.717496,387,3,0.96757,1.0,19625,0
Olfr2,4,0.0039182,0.01375,0.717784,388,1,0.80802,1.0,16195,0
Gm11757,4,0.0039539,0.013869,0.722186,389,4,0.996,1.0,20476,0
SGR000121575.1_XPR003.1,1,0.0039683,0.0038922,0.55252,390,1,0.9961,1.0,20475,0
Mrps18a,4,0.0039687,0.013927,0.723357,391,4,0.96003,1.0,19439,0
Micall1,4,0.0040202,0.014106,0.723387,392,3,0.50345,1.0,10168,1
Elp5,4,0.0040202,0.014106,0.723387,393,3,0.7607,1.0,15277,0
Suds3,4,0.0040243,0.01412,0.723387,394,4,0.96545,1.0,19569,0
Ube4b,4,0.0040243,0.01412,0.723387,395,4,0.95949,1.0,19421,0
Ctc1,4,0.0040255,0.014123,0.723387,396,4,0.99592,1.0,20473,0
Use1,4,0.0040444,0.014184,0.723387,397,3,0.86016,1.0,17216,0
Gucy2d,4,0.0040444,0.014184,0.723387,398,3,0.90281,1.0,18104,0
Mrpl50,4,0.0040845,0.014318,0.723387,399,3,0.16474,0.97058,3418,1
Sh2d1b1,4,0.0040925,0.014349,0.723387,400,4,0.98582,1.0,20139,0
BC147527,4,0.0040943,0.014355,0.723387,401,4,0.99585,1.0,20472,0
Wdr75,4,0.0040943,0.014355,0.723387,402,4,0.99585,1.0,20471,0
Crb3,4,0.0041022,0.014382,0.723387,403,3,0.83114,1.0,16651,0
Thap3,4,0.0041329,0.01449,0.72539,404,4,0.97104,1.0,19711,0
Krt16,4,0.0041386,0.014506,0.72539,405,4,0.9648,1.0,19551,0
Zswim7,4,0.0041524,0.014542,0.72539,406,2,0.48832,1.0,9871,1
Olfr655,4,0.0041706,0.014603,0.72539,407,2,0.56073,1.0,11339,1
Zfp251,4,0.0041806,0.014638,0.72539,408,4,0.99577,1.0,20470,0
Mrpl43,4,0.004185,0.014661,0.72539,409,3,0.5966,1.0,12046,1
Fam50a,4,0.0041881,0.014668,0.72539,410,4,0.99576,1.0,20469,0
Vmn1r181,4,0.004221,0.014782,0.729301,411,2,0.72898,1.0,14668,0
Tsfm,4,0.0042835,0.014991,0.729301,412,4,0.97172,1.0,19729,0
Olfr894,4,0.0042873,0.015005,0.729301,413,3,0.93434,1.0,18790,0
Olfr1036,4,0.0042975,0.015038,0.729301,414,4,0.99566,1.0,20466,0
Lct,4,0.0042975,0.015038,0.729301,415,4,0.99566,1.0,20468,0
Mbtps1,4,0.0042975,0.015038,0.729301,416,4,0.99566,1.0,20467,0
Dars,4,0.0042975,0.015038,0.729301,417,4,0.99566,1.0,20465,0
Gabrq,4,0.0043332,0.015155,0.729301,418,3,0.43127,1.0,8654,1
Oxt,4,0.0043364,0.015166,0.729301,419,3,0.55608,1.0,11247,1
Pramef6,4,0.0043487,0.015207,0.729301,420,4,0.9956,1.0,20464,0
Keap1,4,0.0043663,0.01526,0.729301,421,4,0.99558,1.0,20463,0
Rnf19b,4,0.0043667,0.01526,0.729301,422,3,0.89578,1.0,17956,0
Olfr32,4,0.0043724,0.015276,0.729301,423,1,0.36164,1.0,7285,2
Ddx54,4,0.0043724,0.015276,0.729301,424,3,0.92788,1.0,18638,0
Tbca,4,0.0043961,0.015349,0.731111,425,4,0.99556,1.0,20462,0
Mrps34,4,0.0044281,0.015442,0.7334,426,3,0.86312,1.0,17277,0
Fam58b,4,0.0044355,0.015476,0.7334,427,4,0.99552,1.0,20461,0
Arl6ip4,4,0.0044734,0.015612,0.7334,428,2,0.52389,1.0,10601,1
Med27,4,0.0044879,0.015663,0.7334,429,3,0.36752,1.0,7415,1
Ywhae,4,0.0045042,0.015717,0.7334,430,4,0.99545,1.0,20459,0
Mre11a,4,0.0045042,0.015717,0.7334,431,4,0.99545,1.0,20460,0
Polr1e,4,0.0045042,0.015717,0.7334,432,4,0.99545,1.0,20458,0
Slc25a26,4,0.0045042,0.015717,0.7334,433,4,0.99545,1.0,20456,0
Ndrg3,4,0.0045042,0.015717,0.7334,434,4,0.99545,1.0,20457,0
Cybrd1,4,0.0045238,0.015783,0.734847,435,3,0.82105,1.0,16446,0
Ncstn,4,0.0045481,0.015869,0.737179,436,2,0.44424,1.0,8936,1
Taar6,4,0.0045651,0.015919,0.737767,437,4,0.98783,1.0,20197,0
Mrps18c,4,0.0045831,0.015978,0.737767,438,4,0.99043,1.0,20269,0
Hist1h2ae,4,0.0045862,0.015989,0.737767,439,4,0.99537,1.0,20455,0
Akap5,4,0.0046028,0.016046,0.73877,440,4,0.99509,1.0,20448,0
Olfr353,4,0.0046185,0.016095,0.739335,441,4,0.99177,1.0,20319,0
Opa1,4,0.0046324,0.016148,0.739335,442,4,0.99534,1.0,20454,0
Olfr177,4,0.00465,0.016201,0.739335,443,3,0.85005,1.0,17004,0
Vwa9,4,0.0046915,0.016345,0.739335,444,3,0.88879,1.0,17819,0
Cap1,4,0.0046915,0.016345,0.739335,445,3,0.32405,1.0,6549,1
Ankrd40,4,0.0046915,0.016345,0.739335,446,3,0.69643,1.0,13970,1
Pcdhga12,4,0.0046915,0.016345,0.739335,447,4,0.94414,1.0,19013,0
B4galt6,4,0.0046915,0.016345,0.739335,448,3,0.46743,1.0,9406,1
Adck5,4,0.0047257,0.016478,0.743752,449,3,0.86635,1.0,17345,0
Etnk1,4,0.0048175,0.016798,0.753036,450,3,0.87695,1.0,17583,0
Cul9,4,0.0048408,0.01688,0.753036,451,4,0.99513,1.0,20452,0
Mrps15,4,0.0048473,0.016901,0.753036,452,4,0.99512,1.0,20451,0
Hspa4,4,0.0048515,0.016921,0.753036,453,4,0.99512,1.0,20450,0
Il27,4,0.0048518,0.016922,0.753036,454,3,0.59389,1.0,11993,1
Mrps6,4,0.0048518,0.016922,0.753036,455,2,0.78962,1.0,15826,0
Thap11,4,0.0048754,0.017,0.753036,456,4,0.9886,1.0,20218,0
Ppp2r4,4,0.0048881,0.017034,0.753036,457,4,0.98809,1.0,20203,0
Ddx39,4,0.0048885,0.017036,0.753036,458,4,0.97208,1.0,19741,0
D8Ertd738e,4,0.0049848,0.017346,0.753043,459,3,0.92788,1.0,18634,0
Cramp1l,4,0.0049848,0.017346,0.753043,460,3,0.85648,1.0,17135,0
Vps51,4,0.0049848,0.017346,0.753043,461,4,0.99227,1.0,20349,0
Sfpq,4,0.0049926,0.017367,0.753043,462,4,0.99499,1.0,20444,0
Lsm11,4,0.0049926,0.017367,0.753043,463,4,0.99499,1.0,20445,0
Ppp2ca,4,0.0049926,0.017367,0.753043,464,4,0.99499,1.0,20446,0
Rnf151,4,0.005059,0.017585,0.753043,465,4,0.99492,1.0,20443,0
Scaf4,4,0.0050715,0.017636,0.753043,466,4,0.99491,1.0,20442,0
Nsfl1c,4,0.0050835,0.017674,0.753043,467,4,0.9949,1.0,20441,0
Rmi2,4,0.0051241,0.017807,0.753043,468,4,0.99486,1.0,20440,0
Necap1,4,0.0051242,0.017807,0.753043,469,3,0.91465,1.0,18354,0
Chic2,4,0.0051242,0.017807,0.753043,470,3,0.93476,1.0,18802,0
Cldn12,4,0.005149,0.017869,0.753043,471,3,0.57876,1.0,11695,1
Olfr211,4,0.005149,0.017869,0.753043,472,3,0.46615,1.0,9377,1
Krt17,4,0.0051645,0.017924,0.753043,473,4,0.99482,1.0,20439,0
Vmn1r209,4,0.0051831,0.017995,0.753043,474,4,0.9948,1.0,20438,0
Tmem263,4,0.0052049,0.018072,0.753043,475,3,0.79997,1.0,16019,0
Bsg,4,0.0052049,0.018072,0.753043,476,1,0.015582,0.905595,328,3
Aldh1b1,4,0.0052049,0.018072,0.753043,477,2,0.020199,0.905595,440,2
Zw10,4,0.0052178,0.018117,0.753043,478,3,0.82732,1.0,16577,0
Ppwd1,4,0.005243,0.018199,0.753043,479,4,0.99476,1.0,20436,0
Calhm1,4,0.005243,0.018199,0.753043,480,4,0.99476,1.0,20435,0
Rad54l2,4,0.005243,0.018199,0.753043,481,4,0.99476,1.0,20437,0
Rsph3b,4,0.0052464,0.018217,0.753043,482,3,0.462,1.0,9293,1
Tex19.1,4,0.0053079,0.018418,0.753043,483,3,0.77103,1.0,15484,0
Cxxc1,4,0.0053079,0.018418,0.753043,484,4,0.96544,1.0,19567,0
Atg12,4,0.0053309,0.018488,0.753043,485,3,0.83041,1.0,16628,0
Gas1,4,0.0053814,0.018646,0.753043,486,3,0.75553,1.0,15183,0
Ipo5,4,0.0053945,0.018687,0.753043,487,4,0.9946,1.0,20433,0
Cdcp2,4,0.0054092,0.018743,0.753043,488,3,0.68042,1.0,13665,1
Olfr777,4,0.0054092,0.018743,0.753043,489,2,0.85625,1.0,17130,0
Kpna2,4,0.0054152,0.018761,0.753043,490,4,0.99458,1.0,20432,0
Rbmxl2,4,0.0054238,0.018795,0.753043,491,4,0.99457,1.0,20431,0
Gtf2a1,4,0.0054289,0.018816,0.753043,492,4,0.99456,1.0,20430,0
Atpaf2,4,0.0054419,0.018861,0.753043,493,4,0.99439,1.0,20421,0
Ak4,4,0.005457,0.01891,0.753043,494,3,0.24781,0.986906,5087,1
Tmprss15,4,0.005457,0.01891,0.753043,495,2,0.34792,1.0,7012,2
Impg2,4,0.0054982,0.019055,0.753043,496,3,0.69057,1.0,13843,1
Ubac1,4,0.0055059,0.019076,0.753043,497,4,0.97594,1.0,19838,0
Gpr4,4,0.0055059,0.019076,0.753043,498,2,0.77957,1.0,15650,0
Cct2,4,0.0055145,0.019104,0.753043,499,4,0.99448,1.0,20422,0
Gtf2a2,4,0.0055145,0.019104,0.753043,500,4,0.99448,1.0,20423,0
Thoc3,4,0.0055145,0.019104,0.753043,501,4,0.99448,1.0,20428,0
Pls3,4,0.0055145,0.019104,0.753043,502,4,0.99448,1.0,20427,0
Mrpl20,4,0.0055145,0.019104,0.753043,503,4,0.99448,1.0,20425,0
Smarcc1,4,0.0055145,0.019104,0.753043,504,4,0.99448,1.0,20429,0
Ndufab1,4,0.0055145,0.019104,0.753043,505,4,0.99448,1.0,20426,0
Calm1,4,0.00557,0.019271,0.753043,506,2,0.46458,1.0,9349,1
Zufsp,4,0.0056031,0.019373,0.753043,507,4,0.99439,1.0,20420,0
Ppargc1b,4,0.0056253,0.019452,0.753043,508,4,0.9903,1.0,20266,0
Rasal1,4,0.0056253,0.019452,0.753043,509,3,0.43273,1.0,8686,1
Efemp1,4,0.0056253,0.019452,0.753043,510,4,0.99325,1.0,20381,0
Adat3,4,0.0056253,0.019452,0.753043,511,4,0.99421,1.0,20412,0
Prickle2,4,0.005641,0.019502,0.753043,512,4,0.99435,1.0,20418,0
Wdr77,4,0.0056562,0.01955,0.753043,513,4,0.99434,1.0,20417,0
Epb4.1l4b,4,0.005668,0.019592,0.753043,514,3,0.039195,0.916654,822,1
Bloc1s1,4,0.0056698,0.019598,0.753043,515,4,0.99433,1.0,20416,0
Mrpl23,4,0.0056745,0.019612,0.753043,516,4,0.99432,1.0,20415,0
Zfp641,4,0.0056839,0.01964,0.753043,517,2,0.41559,1.0,8366,2
Sin3a,4,0.0057126,0.019731,0.753043,518,4,0.99405,1.0,20405,0
Gm4951,4,0.0057286,0.019791,0.753043,519,3,0.62639,1.0,12626,1
3110035E14Rik,4,0.0057343,0.019809,0.753043,520,3,0.47959,1.0,9675,1
Hlcs,4,0.0057443,0.019845,0.753043,521,3,0.9111,1.0,18279,0
Slco3a1,4,0.0057443,0.019845,0.753043,522,3,0.58282,1.0,11780,1
Spidr,4,0.0057443,0.019845,0.753043,523,4,0.97942,1.0,19947,0
Nme5,4,0.0057589,0.019887,0.753043,524,3,0.16906,0.97058,3504,1
Rad52,4,0.005768,0.019913,0.753043,525,4,0.98941,1.0,20240,0
Pstk,4,0.0057847,0.019965,0.753043,526,3,0.66032,1.0,13266,1
Ly6a,4,0.0057894,0.019983,0.753043,527,3,0.77071,1.0,15473,0
Smc6,4,0.0057942,0.019999,0.753043,528,4,0.99421,1.0,20413,0
Parn,4,0.0057942,0.019999,0.753043,529,4,0.99421,1.0,20409,0
Eif1ad,4,0.0057942,0.019999,0.753043,530,4,0.99421,1.0,20411,0
Plod3,4,0.0057942,0.019999,0.753043,531,4,0.99421,1.0,20408,0
Tsg101,4,0.0057942,0.019999,0.753043,532,4,0.99421,1.0,20414,0
4930427A07Rik,4,0.0057942,0.019999,0.753043,533,4,0.99421,1.0,20410,0
Matk,4,0.0058351,0.020137,0.756877,534,2,0.71956,1.0,14460,0
Zfp410,4,0.0058558,0.020201,0.757893,535,3,0.92994,1.0,18693,0
Rhox4g,4,0.005883,0.020302,0.760305,536,4,0.99412,1.0,20406,0
Ctsb,4,0.0059108,0.020401,0.761241,537,1,0.35817,1.0,7207,2
Olfr622,4,0.0059108,0.020401,0.761241,538,2,0.53493,1.0,10828,1
1110012L19Rik,4,0.0059287,0.020456,0.761903,539,4,0.93892,1.0,18887,0
Vmn1r49,4,0.0059761,0.020621,0.762611,540,3,0.99404,1.0,20404,0
Gpsm1,4,0.0059864,0.02066,0.762611,541,2,0.14713,0.964487,3070,2
Slc6a19,4,0.0060037,0.020718,0.762611,542,3,0.65064,1.0,13067,1
BC028528,4,0.0060147,0.020758,0.762611,543,4,0.994,1.0,20403,0
D1Ertd622e,4,0.0060198,0.020774,0.762611,544,2,0.53602,1.0,10845,1
Peg12,4,0.0060328,0.020831,0.762611,545,4,0.99398,1.0,20402,0
Plxdc2,4,0.0060368,0.020838,0.762611,546,3,0.48833,1.0,9872,1
Draxin,4,0.0060872,0.021007,0.762611,547,2,0.57746,1.0,11668,1
Dohh,4,0.006095,0.021028,0.762611,548,4,0.99391,1.0,20397,0
Nhlrc2,4,0.006095,0.021028,0.762611,549,4,0.99391,1.0,20401,0
Lysmd4,4,0.006095,0.021028,0.762611,550,4,0.99391,1.0,20400,0
Styxl1,4,0.006095,0.021028,0.762611,551,4,0.99391,1.0,20396,0
Zfp207,4,0.006095,0.021028,0.762611,552,4,0.99391,1.0,20395,0
Pafah1b1,4,0.006095,0.021028,0.762611,553,4,0.99391,1.0,20399,0
Pisd,4,0.006095,0.021028,0.762611,554,4,0.99391,1.0,20398,0
Zap70,4,0.0061703,0.021283,0.765857,555,2,0.36009,1.0,7244,1
Ubn1,4,0.0061703,0.021283,0.765857,556,2,0.27305,0.991078,5575,1
Rps6ka6,4,0.0061788,0.021312,0.765857,557,4,0.99382,1.0,20394,0
Lrrc14,4,0.006188,0.02134,0.765857,558,2,0.63959,1.0,12846,1
Krtap4-16,4,0.006188,0.02134,0.765857,559,1,0.34219,1.0,6896,1
Tacc3,4,0.0062219,0.021447,0.767234,560,4,0.99378,1.0,20393,0
Brd4,4,0.0062488,0.021539,0.767234,561,4,0.99376,1.0,20392,0
Tmprss3,4,0.0062616,0.021579,0.767234,562,3,0.92915,1.0,18672,0
Atg5,4,0.0062616,0.021579,0.767234,563,3,0.67797,1.0,13627,1
Morc1,4,0.0062616,0.021579,0.767234,564,4,0.95149,1.0,19213,0
Lemd2,4,0.0063047,0.021703,0.767234,565,4,0.99371,1.0,20391,0
Cd46,4,0.0063132,0.021727,0.767234,566,4,0.9937,1.0,20390,0
Olfr186,4,0.0063609,0.021886,0.767234,567,3,0.42972,1.0,8620,1
Glra4,4,0.0063609,0.021886,0.767234,568,3,0.84954,1.0,16994,0
Ifna14,4,0.0063627,0.021891,0.767234,569,3,0.4979,1.0,10059,1
Olfr715,4,0.0063638,0.021895,0.767234,570,3,0.88584,1.0,17753,0
Dtnbp1,4,0.0063643,0.021898,0.767234,571,1,0.30151,1.0,6094,2
Hnmt,4,0.0063643,0.021898,0.767234,572,3,0.85933,1.0,17202,0
Inha,4,0.0063643,0.021898,0.767234,573,2,0.90477,1.0,18143,0
Glra3,4,0.0063887,0.021974,0.767381,574,3,0.81614,1.0,16350,0
Rfwd2,4,0.0064163,0.022058,0.767381,575,3,0.85469,1.0,17099,0
Gm15085,4,0.0064193,0.022065,0.767381,576,4,0.99359,1.0,20389,0
Parp9,4,0.0064828,0.02227,0.767381,577,4,0.96173,1.0,19479,0
Ftsj1,4,0.0065196,0.022398,0.767381,578,3,0.80141,1.0,16052,0
Insm1,4,0.0065196,0.022398,0.767381,579,3,0.46237,1.0,9302,1
Sh3bp5,4,0.0065196,0.022398,0.767381,580,2,0.465,1.0,9358,1
Vmp1,4,0.0065196,0.022398,0.767381,581,4,0.99233,1.0,20352,0
Ybey,4,0.0065326,0.022436,0.767381,582,4,0.99347,1.0,20385,0
Fgfr1op,4,0.0065407,0.022465,0.767381,583,3,0.9122,1.0,18302,0
Ubr4,4,0.0065998,0.022655,0.767381,584,4,0.9934,1.0,20384,0
Ccl4,4,0.0066127,0.0227,0.767381,585,4,0.99339,1.0,20383,0
Ppp2r1a,4,0.0066152,0.022707,0.767381,586,3,0.87201,1.0,17477,0
Dctn6,4,0.0066152,0.022707,0.767381,587,4,0.99086,1.0,20293,0
Tamm41,4,0.0066152,0.022707,0.767381,588,3,0.84267,1.0,16885,0
Ilf2,4,0.0066152,0.022707,0.767381,589,3,0.82499,1.0,16535,0
Trappc13,4,0.0066152,0.022707,0.767381,590,4,0.95551,1.0,19317,0
Dph3,4,0.0066152,0.022707,0.767381,591,4,0.97932,1.0,19945,0
Clk2,4,0.0066204,0.022725,0.767381,592,2,0.46824,1.0,9430,1
Klf10,4,0.0066445,0.022809,0.767381,593,2,0.58657,1.0,11849,1
Ttll4,4,0.0066735,0.022904,0.767381,594,2,0.66481,1.0,13371,1
Ubox5,4,0.0066735,0.022904,0.767381,595,3,0.65808,1.0,13222,1
Lcor,4,0.006688,0.022964,0.767381,596,3,0.78628,1.0,15763,0
Mgl2,4,0.0067001,0.023001,0.767381,597,3,0.81904,1.0,16405,0
Aloxe3,4,0.006717,0.023055,0.767381,598,2,0.91142,1.0,18285,0
Rnaseh2c,4,0.0067469,0.023172,0.767381,599,4,0.99325,1.0,20382,0
Gemin7,4,0.0067469,0.023172,0.767381,600,4,0.99325,1.0,20378,0
Zbtb17,4,0.0067469,0.023172,0.767381,601,4,0.99325,1.0,20379,0
Zfc3h1,4,0.0067469,0.023172,0.767381,602,4,0.99325,1.0,20377,0
Eif3e,4,0.0067469,0.023172,0.767381,603,4,0.99325,1.0,20380,0
Gvin1,4,0.006756,0.023204,0.767381,604,2,0.70065,1.0,14069,1
Orm1,4,0.0067825,0.023285,0.767381,605,3,0.27899,0.994527,5684,1
Abcd4,4,0.0067828,0.023287,0.767381,606,2,0.57993,1.0,11714,1
Spata7,4,0.0067926,0.023314,0.767381,607,2,0.074425,0.937608,1590,2
Atad2,4,0.0068071,0.023363,0.767381,608,3,0.90489,1.0,18145,0
Gp9,4,0.0068099,0.023372,0.767381,609,3,0.20213,0.979888,4167,1
Adm,4,0.0068879,0.023597,0.767381,610,2,0.42604,1.0,8554,1
Prdx3,4,0.0068879,0.023597,0.767381,611,3,0.43037,1.0,8637,1
Pigu,4,0.0069111,0.023661,0.767381,612,4,0.99307,1.0,20376,0
Slc35a2,4,0.0069116,0.023663,0.767381,613,3,0.29629,1.0,6007,1
Lmod3,4,0.0069116,0.023663,0.767381,614,3,0.93186,1.0,18733,0
Gstm4,4,0.0069116,0.023663,0.767381,615,3,0.56764,1.0,11467,1
Eral1,4,0.0069116,0.023663,0.767381,616,3,0.87939,1.0,17627,0
Lrrtm3,4,0.0069148,0.023675,0.767381,617,3,0.99306,1.0,20375,0
Reg1,4,0.0069185,0.023684,0.767381,618,2,0.09113,0.946964,1928,1
C1qbp,4,0.0069185,0.023684,0.767381,619,2,0.15121,0.96522,3153,2
Asns,4,0.0069185,0.023684,0.767381,620,4,0.98853,1.0,20211,0
C8g,4,0.0069185,0.023684,0.767381,621,2,0.79654,1.0,15953,0
Inhbe,4,0.0069531,0.023788,0.768522,622,4,0.99302,1.0,20374,0
Med23,4,0.0070241,0.024033,0.768522,623,4,0.99295,1.0,20373,0
Phkg2,4,0.0070384,0.024081,0.768522,624,3,0.87027,1.0,17437,0
Wdr47,4,0.0070707,0.024181,0.768522,625,3,0.28268,0.995483,5755,1
Aurkc,4,0.0070968,0.024276,0.768522,626,4,0.99288,1.0,20371,0
Sltm,4,0.0070968,0.024276,0.768522,627,4,0.99288,1.0,20370,0
Tbrg1,4,0.0070968,0.024276,0.768522,628,4,0.99288,1.0,20372,0
Pmvk,4,0.0070968,0.024276,0.768522,629,4,0.99288,1.0,20369,0
Shroom2,4,0.007118,0.024343,0.768522,630,2,0.21519,0.983722,4424,1
Rbm17,4,0.00712,0.024353,0.768522,631,3,0.76154,1.0,15293,0
Serpinb6a,4,0.00712,0.024353,0.768522,632,3,0.66393,1.0,13353,1
Acaca,4,0.00712,0.024353,0.768522,633,2,0.367,1.0,7404,2
Enpp3,4,0.0072239,0.024687,0.768522,634,4,0.99276,1.0,20368,0
Nabp2,4,0.0072281,0.024698,0.768522,635,4,0.98557,1.0,20129,0
Ap3m1,4,0.0072281,0.024698,0.768522,636,3,0.58334,1.0,11796,1
Wdr4,4,0.0072744,0.024841,0.768522,637,3,0.53646,1.0,10856,1
Gemin6,4,0.0072744,0.024841,0.768522,638,4,0.98692,1.0,20172,0
Il18rap,4,0.0072768,0.024846,0.768522,639,4,0.99271,1.0,20367,0
Tktl1,4,0.0072799,0.024857,0.768522,640,4,0.99271,1.0,20366,0
Kcmf1,4,0.0072862,0.024878,0.768522,641,4,0.9927,1.0,20365,0
Adam32,4,0.0072976,0.024922,0.768522,642,4,0.99269,1.0,20364,0
Prr9,4,0.0073214,0.024997,0.768522,643,2,0.82565,1.0,16546,0
Myzap,4,0.0073214,0.024997,0.768522,644,2,0.58381,1.0,11802,1
Ern2,4,0.0073214,0.024997,0.768522,645,2,0.29351,1.0,5954,1
Mvk,4,0.0073214,0.024997,0.768522,646,3,0.93131,1.0,18714,0
Ap1m2,4,0.0073645,0.025119,0.768522,647,3,0.52234,1.0,10572,1
Vgf,4,0.0073709,0.025141,0.768522,648,3,0.28559,0.99578,5814,1
SGR000122377.1_XPR003.1,1,0.0073859,0.0073311,0.657056,649,1,0.99258,1.0,20363,0
Vmn1r21,4,0.0073987,0.02523,0.768522,650,3,0.84373,1.0,16899,0
Mesdc2,4,0.0074211,0.025306,0.768522,651,3,0.32275,1.0,6531,1
Uba3,4,0.0074227,0.025312,0.768522,652,3,0.83934,1.0,16805,0
Olfr310,4,0.00745,0.025399,0.768522,653,3,0.93033,1.0,18697,0
